id_alumne,PIP,PED,PDAA,AT,SOC,LCAT,LESP,DIDA,LENG,INCL,SEOE,DIDC,DIDM,CINA,PLST,EDFI,PRAC,DGEO
4195,7.5,8.7,8.7,8.0,9.0,4.5,8.0,7.8,6.4,6.6,6.7,7.0,9.0,6.8,8.6,8.5,7.4,8.2
4197,8.0,6.3,8.0,7.2,7.8,6.5,5.6,6.9,8.0,7.0,7.2,9.3,7.8,6.8,7.2,7.5,7.3,7.7
4199,7.0,7.5,7.0,6.6,6.0,7.0,6.0,8.5,6.8,8.0,7.5,9.1,6.3,6.9,7.2,7.7,9.0,7.1
4200,5.0,4.0,6.5,8.2,6.2,4.0,3.5,8.4,7.1,6.7,9.0,6.6,5.9,6.5,8.0,6.8,8.5,7.8
4204,6.5,8.0,8.3,7.6,6.6,4.0,4.0,8.1,7.8,6.0,8.0,5.3,4.5,5.3,6.0,8.0,7.8,6.0
4206,7.7,8.3,7.3,7.6,9.1,4.0,7.0,8.3,5.5,6.5,7.7,8.7,9.0,7.8,8.0,8.0,8.0,8.9
4211,6.8,7.5,7.0,5.9,7.0,6.5,0.0,5.5,7.8,4.0,7.0,0.0,5.5,0.0,5.8,7.8,0.0,0.0
4213,8.0,7.5,9.5,9.0,10.0,9.0,7.8,10.0,6.4,9.2,9.0,8.2,7.7,7.2,9.3,7.0,10.0,7.8
4214,9.2,9.5,9.0,8.0,8.0,6.9,7.7,7.6,9.1,8.0,8.6,9.8,8.2,9.4,8.5,7.8,9.3,8.0
4215,7.7,7.5,8.2,8.1,8.3,6.3,7.6,9.7,8.5,8.0,8.7,7.5,6.6,7.5,8.5,7.3,9.5,7.0
4216,9.0,9.1,9.0,9.2,9.6,7.0,6.6,8.6,9.0,9.0,8.4,9.0,8.0,9.0,9.5,9.0,9.0,8.2
4217,5.0,8.5,7.8,8.2,7.6,5.0,5.5,8.0,6.5,6.0,8.0,7.2,9.0,6.6,6.0,7.3,8.4,8.0
4218,6.2,8.5,9.6,8.1,9.4,6.6,4.0,8.0,0.0,8.0,8.5,7.0,6.5,6.0,9.8,8.0,7.7,7.0
4221,7.7,5.0,6.5,7.8,7.0,4.0,4.0,9.0,4.0,7.0,6.4,6.2,6.8,6.8,8.2,7.7,9.0,6.4
4222,6.0,7.0,7.0,7.4,9.0,5.0,5.6,8.0,4.0,6.4,7.0,6.2,6.3,5.6,8.0,7.7,8.9,7.3
4229,6.4,6.0,7.1,8.1,7.1,6.2,7.0,7.0,4.0,7.3,8.5,8.0,8.5,8.6,7.9,7.6,9.2,7.4
4230,6.7,8.6,9.5,7.9,6.7,7.0,6.5,8.8,7.0,7.7,8.6,8.6,7.0,6.2,10.0,8.8,10.0,9.0
4233,6.8,8.4,7.8,8.1,8.0,7.0,6.8,8.0,8.3,7.2,7.0,9.5,7.8,5.4,9.0,7.4,8.5,6.8
4238,7.5,9.0,8.0,7.0,8.6,6.4,7.8,8.7,7.3,6.0,7.0,7.5,6.0,6.5,7.9,8.3,9.2,7.0
4241,7.2,7.1,7.5,6.1,8.2,7.0,4.0,8.7,5.5,6.5,5.0,8.1,6.1,5.4,7.0,8.0,7.8,2.0
4244,6.9,6.0,6.5,7.7,8.5,7.3,8.0,7.5,6.1,6.3,8.5,7.3,5.5,7.6,9.0,8.8,9.0,6.6
4245,7.5,6.0,6.5,7.3,8.0,4.0,6.6,9.0,7.1,5.9,8.3,7.6,5.0,6.4,7.0,7.3,7.9,6.7
4246,7.9,7.5,9.1,8.0,9.2,8.1,7.9,9.3,8.0,9.0,9.0,8.7,8.8,8.3,9.0,7.2,9.0,9.0
4248,7.8,6.0,7.5,6.0,8.5,6.5,6.5,9.0,8.5,6.6,7.0,8.2,7.5,7.4,8.0,8.0,9.7,5.2
4249,6.8,8.0,7.7,7.9,8.6,4.0,6.2,8.9,7.0,5.1,8.1,7.3,7.3,8.2,6.8,7.0,9.0,7.0
4250,7.0,8.0,9.0,9.0,9.0,5.0,6.2,5.0,8.0,8.5,7.0,9.3,8.1,7.3,9.0,7.6,8.4,6.3
4255,6.4,9.0,8.0,7.1,6.0,5.6,4.0,9.5,8.7,6.0,7.0,7.8,7.2,7.0,7.0,7.7,7.2,5.3
4256,6.8,7.8,7.5,7.2,7.2,4.0,3.0,5.5,7.5,8.1,8.0,9.2,7.4,7.2,7.1,7.4,7.6,7.0
4259,8.0,8.5,8.5,7.0,6.0,6.4,6.0,9.5,7.9,7.6,9.5,8.3,7.6,7.6,9.0,7.6,9.2,8.3
4260,8.0,8.5,8.0,7.3,7.5,6.2,6.0,9.0,7.6,7.7,8.6,7.9,8.3,8.1,9.0,8.3,9.3,7.3
4261,7.0,8.5,8.2,9.0,7.0,6.0,4.0,7.0,4.0,9.0,7.0,6.0,7.1,7.6,9.0,7.8,7.0,7.0
4263,6.5,7.0,7.0,7.4,6.0,4.0,7.0,8.0,7.3,6.0,7.2,6.5,8.0,6.0,7.0,8.0,8.0,8.0
4264,8.2,4.5,9.0,6.9,5.7,7.0,7.5,6.5,3.9,7.9,8.0,8.5,7.7,7.6,7.5,8.1,9.0,8.0
4265,6.6,7.3,9.4,8.4,8.2,4.0,6.2,7.5,8.0,7.0,7.1,9.0,5.0,6.7,7.0,7.2,8.5,7.4
4266,7.9,5.0,8.0,7.7,7.5,6.0,6.0,8.0,8.1,7.2,7.0,8.7,6.5,6.5,7.5,5.1,9.0,6.6
4268,7.3,7.0,7.0,8.0,9.0,6.0,8.0,9.0,8.4,7.5,8.6,6.2,6.3,5.5,9.8,7.0,10.0,7.1
4269,7.5,8.0,8.0,7.9,8.7,7.2,7.2,9.7,7.2,8.0,8.2,7.5,6.7,7.5,9.0,7.7,8.7,6.7
4270,7.6,8.2,7.7,8.0,6.6,7.8,7.8,7.7,7.0,7.8,8.2,9.5,7.2,9.0,9.2,7.7,9.4,7.1
4275,6.5,6.0,6.0,8.2,6.2,6.6,6.2,8.0,7.8,6.0,7.0,7.2,5.8,7.7,7.2,7.8,9.3,6.4
4277,9.0,7.0,7.5,8.1,10.0,6.5,5.8,9.0,6.5,7.0,8.5,7.9,7.8,6.5,7.8,8.0,9.4,6.5
4278,7.3,8.0,9.0,7.4,9.6,5.5,6.7,8.1,8.0,7.6,9.0,7.9,8.6,7.3,9.0,8.4,9.0,7.5
4279,7.6,8.2,8.2,8.4,7.5,6.2,8.2,7.7,9.2,,,,,,,,,
4281,7.2,6.9,0.0,8.9,7.0,6.0,5.5,8.5,7.6,6.4,8.1,6.3,5.8,8.6,6.0,7.4,8.8,7.1
4288,7.3,7.7,8.8,7.7,9.0,7.2,8.4,7.6,8.1,9.0,8.6,8.0,8.6,7.1,7.5,7.8,9.6,8.0
4289,7.6,9.1,9.0,9.0,9.0,6.1,4.0,7.0,8.3,9.0,8.0,6.2,7.5,8.4,9.0,7.6,9.0,5.6
4297,7.2,7.7,8.0,7.4,6.8,7.0,3.0,5.2,7.0,7.7,6.5,6.2,7.4,6.7,7.2,7.3,8.7,0.0
4299,9.0,9.0,9.0,8.0,9.0,7.6,6.0,8.5,8.6,7.9,8.3,9.4,8.5,7.5,8.7,9.0,8.2,7.7
4301,6.5,7.0,7.0,8.7,7.0,6.5,6.2,7.0,6.0,5.0,6.5,6.8,6.3,7.0,7.9,8.0,9.4,7.4
4305,6.0,7.6,0.0,6.0,8.0,7.1,4.0,6.5,0.0,,,,,,,,,
4306,7.0,8.2,8.4,7.5,7.4,4.0,4.0,9.7,0.0,5.0,7.3,6.3,9.0,7.2,7.5,6.0,8.5,6.6
4310,6.5,7.0,7.0,8.4,6.6,6.0,6.6,8.2,6.0,5.0,6.0,8.7,7.3,6.9,6.5,7.5,9.5,6.5
4312,7.7,8.0,8.3,8.1,7.1,7.5,7.5,8.2,5.5,8.5,8.5,8.1,7.2,6.6,8.5,8.3,9.0,7.5
4314,8.0,7.3,9.0,7.4,8.5,4.0,6.5,8.0,8.0,7.7,7.8,6.7,6.6,8.1,8.5,7.3,7.5,7.2
4319,4.5,7.7,6.7,5.9,5.6,5.0,3.5,8.1,0.0,5.0,7.9,5.0,4.2,5.0,6.0,5.0,7.9,6.2
4320,8.6,8.5,9.0,8.6,8.0,6.4,6.0,9.0,8.3,9.0,8.8,8.2,6.9,7.0,9.0,8.3,9.0,8.5
4321,8.5,9.0,7.6,8.0,9.0,7.1,7.2,8.1,7.7,7.1,8.5,9.5,8.1,9.5,7.6,7.8,9.7,8.7
4322,6.0,8.0,7.7,7.8,5.6,6.0,4.0,8.3,7.5,7.5,5.0,6.6,5.4,7.5,7.0,7.0,6.7,7.6
4323,9.1,7.0,8.1,7.6,8.7,4.0,8.0,9.1,0.0,8.5,8.0,7.2,8.0,7.6,8.0,7.2,8.3,8.0
4324,7.9,7.2,9.0,7.4,8.6,6.0,6.9,9.7,7.5,9.0,9.1,8.3,8.9,7.9,7.8,9.0,9.5,7.4
4325,8.2,7.0,6.5,7.6,8.0,4.0,7.5,9.0,8.2,6.7,8.1,9.3,7.2,8.2,7.0,7.6,9.2,7.4
4327,7.5,7.0,7.5,8.0,6.0,6.8,6.0,8.5,7.9,6.1,7.0,8.3,6.6,6.9,8.5,8.4,8.5,6.0
4336,8.1,8.5,8.5,8.0,7.0,8.3,7.0,9.0,9.6,6.7,7.6,7.8,7.0,8.6,8.7,7.7,9.3,7.3
4338,5.9,8.4,8.0,7.6,8.2,5.4,6.0,7.0,8.0,8.0,8.0,9.0,6.4,7.4,7.3,7.9,8.8,7.0
4340,8.0,8.0,7.0,8.0,9.0,7.1,4.0,8.0,7.1,6.0,6.0,8.5,0.0,7.0,0.0,6.3,6.6,5.0
4343,8.1,6.0,7.0,7.6,10.0,7.0,6.5,7.0,9.0,8.5,8.8,8.0,7.6,7.4,8.3,7.9,9.5,6.4
4344,8.3,8.0,9.5,9.0,9.6,7.0,7.9,9.7,8.1,9.0,9.0,8.9,7.9,9.1,9.0,9.0,9.4,9.3
4346,8.0,7.9,9.0,9.0,9.0,5.5,6.1,6.8,8.5,9.5,8.6,8.2,7.5,6.6,7.9,8.0,9.0,6.8
4348,6.9,7.0,7.5,8.0,8.0,7.0,6.2,9.0,8.2,8.7,8.4,9.0,7.7,8.0,9.5,7.5,8.8,6.9
4349,5.0,7.0,8.0,5.5,6.0,6.5,6.2,6.5,8.4,5.0,8.0,6.1,5.0,5.0,6.5,5.0,8.4,8.0
4352,9.0,6.0,6.5,7.5,8.0,6.0,6.7,9.0,6.9,7.4,8.6,9.0,9.0,7.9,7.2,7.0,8.5,7.0
4353,8.0,7.0,7.0,7.5,7.5,5.5,5.6,8.0,8.4,7.2,6.0,9.0,8.2,7.0,7.8,7.8,6.7,8.2
4354,7.4,5.8,8.0,5.7,6.5,5.0,6.0,8.0,5.3,6.5,7.0,9.5,0.0,5.7,9.0,7.2,9.3,8.0
4355,8.5,7.5,8.0,8.0,6.0,7.6,4.0,7.5,8.1,8.7,9.0,7.5,8.4,7.9,9.2,8.2,9.5,7.1
4356,,,0.0,0.0,9.5,,4.0,0.0,,,,,,,,,,
4359,6.7,7.6,8.7,8.1,7.1,4.0,6.2,5.0,7.5,7.0,6.5,9.4,8.3,8.4,8.2,8.2,9.7,8.1
4361,7.6,8.0,6.7,7.9,8.3,6.0,8.0,8.2,7.0,8.0,7.2,7.6,6.4,6.5,9.0,7.9,10.0,7.9
4365,8.6,5.5,8.0,7.4,9.4,6.0,5.7,8.8,7.5,7.1,8.0,6.1,7.9,6.7,8.0,8.0,9.5,7.5
4368,7.1,7.5,8.3,8.2,8.6,5.0,6.5,9.5,6.8,9.0,8.0,7.8,7.9,7.0,8.3,7.3,9.2,9.0
4369,7.0,7.7,8.4,7.2,6.1,4.0,4.0,7.1,7.8,7.0,8.0,0.0,5.0,6.5,7.0,8.2,9.2,6.0
4371,8.4,7.0,8.0,7.9,8.5,6.5,6.7,10.0,7.2,8.5,8.2,7.0,7.9,6.3,8.2,8.0,9.3,6.5
4372,8.0,8.2,9.0,8.0,9.6,4.0,7.9,7.2,9.0,6.5,9.1,8.2,8.8,6.7,7.7,9.0,9.2,9.0
4373,7.1,8.0,7.0,7.9,6.7,4.0,4.0,8.5,8.9,7.4,8.6,5.2,6.3,5.3,7.0,5.6,8.7,7.2
4374,7.1,8.0,9.0,9.0,8.6,6.0,8.0,8.7,7.7,8.1,8.0,7.7,9.1,8.7,8.5,9.1,9.6,9.1
4380,7.8,7.0,9.0,7.5,7.0,6.0,6.0,9.5,8.2,7.3,7.8,9.1,7.5,9.0,8.8,7.6,8.0,7.4
4382,7.0,8.4,8.0,9.0,9.0,7.0,7.3,8.7,7.9,8.0,6.7,7.0,7.0,7.7,9.0,6.1,7.2,9.0
4384,7.5,7.4,7.0,8.2,6.6,7.3,8.0,8.8,5.3,9.0,7.6,6.8,8.1,8.2,7.0,9.5,8.8,6.6
4385,5.0,7.3,7.5,7.8,7.0,4.0,3.5,6.5,4.5,7.0,8.0,6.0,6.1,6.7,8.0,7.8,0.0,7.6
4386,9.1,9.0,9.6,9.2,9.6,7.0,9.0,9.5,9.5,9.0,8.0,8.8,9.0,8.1,9.8,9.1,10.0,9.4
4388,6.6,6.6,6.6,6.6,7.6,5.1,7.9,5.6,7.3,5.9,6.6,6.2,5.8,6.3,3.0,5.0,8.2,7.8
4390,7.0,0.0,6.2,8.0,7.4,0.0,0.0,7.6,7.4,6.0,3.9,8.2,5.1,5.9,0.0,7.1,0.0,6.7
4391,6.4,8.5,8.5,8.0,8.5,4.4,7.0,6.5,5.4,7.9,6.5,7.3,7.8,8.1,6.8,7.4,8.0,8.0
4392,8.0,8.0,8.5,6.2,7.0,6.4,7.0,7.0,8.3,8.0,9.0,9.0,7.5,7.8,9.0,8.4,9.0,6.0
4393,4.7,5.0,7.1,7.4,7.5,3.4,3.0,8.0,6.4,5.8,6.4,7.1,5.5,5.4,4.2,7.0,7.5,6.9
4394,7.0,8.4,6.4,7.4,7.8,4.0,7.3,8.0,0.0,6.9,8.8,7.5,6.1,6.6,8.2,7.3,9.7,5.0
4399,3.2,4.0,5.0,7.3,7.0,0.0,3.5,5.5,4.0,,,,,,,,,
4402,7.6,6.5,8.0,7.9,7.0,7.0,8.0,7.5,5.5,7.8,8.5,7.5,6.3,7.6,9.8,8.3,8.1,7.4
4405,6.5,9.1,9.0,8.6,8.1,6.5,7.5,8.6,7.7,8.3,9.1,8.3,9.0,8.3,9.5,8.2,10.0,9.5
4406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,
4407,5.0,5.5,7.0,8.0,0.0,5.0,0.0,10.0,5.9,6.5,6.6,6.9,4.0,6.9,8.0,8.3,9.2,6.4
4410,7.3,3.7,7.0,7.3,5.4,4.0,5.7,8.1,6.0,9.0,7.8,8.5,7.2,6.7,9.0,7.2,9.1,7.4
4411,8.2,6.5,9.0,7.7,9.0,6.0,7.0,8.0,8.1,9.5,8.3,7.7,7.3,6.0,7.8,8.0,9.0,7.2
4412,8.0,7.7,7.0,8.5,6.2,4.0,7.1,9.1,8.4,9.0,7.3,8.5,9.0,9.5,9.9,8.3,8.9,7.7
4413,7.9,6.5,7.0,7.8,7.2,4.0,6.4,7.2,7.5,8.0,7.2,8.8,5.2,7.5,6.9,8.3,8.3,6.7
4414,7.0,8.3,8.0,8.0,8.4,7.4,4.0,5.5,8.7,7.7,8.6,8.6,7.8,6.6,8.5,8.0,8.0,6.1
4418,6.6,6.5,8.2,7.6,8.2,6.6,7.0,9.4,7.5,7.7,8.8,8.3,7.1,7.0,7.2,8.6,8.3,6.4
4419,6.6,8.5,8.4,8.0,8.0,0.0,6.3,6.3,4.5,6.0,7.3,5.9,7.0,6.6,7.3,6.3,9.0,6.4
4420,5.6,6.6,7.0,7.6,6.8,0.0,4.0,7.0,6.6,7.0,0.0,7.8,5.7,6.2,5.5,6.2,9.0,9.0
4424,0.0,7.9,8.5,8.3,8.2,5.0,4.0,7.8,0.0,7.0,7.7,6.2,5.2,5.2,9.0,7.0,6.8,5.0
4426,6.5,7.2,8.0,8.1,7.8,7.5,6.5,8.0,9.3,8.7,8.5,7.8,7.3,7.1,9.0,9.0,9.0,7.3
4432,9.0,7.0,7.0,8.7,8.0,7.0,8.0,9.0,6.2,9.0,7.4,7.7,6.2,7.6,8.7,8.1,8.6,7.5
4433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
4435,7.5,7.2,8.0,7.4,9.0,6.5,6.4,8.4,9.0,7.0,8.0,7.9,8.4,7.8,8.0,7.5,10.0,7.0
4436,5.5,8.1,7.7,6.6,6.2,4.0,3.0,5.0,7.0,5.9,7.1,6.6,5.5,6.7,8.0,7.7,7.8,6.7
4437,5.6,6.0,7.5,7.2,7.5,4.0,6.4,9.0,8.5,6.0,6.7,8.2,7.1,7.8,9.0,8.2,8.9,6.4
4439,5.9,7.8,5.0,6.9,8.3,4.0,6.2,4.5,7.5,6.8,7.5,6.2,5.7,6.5,8.0,6.2,8.5,6.4
4440,5.6,6.9,7.0,7.3,7.7,6.5,6.4,7.4,8.0,5.0,5.3,6.5,6.0,5.0,6.9,8.1,7.1,7.0
4441,6.5,7.6,8.0,9.0,8.5,4.0,7.6,6.9,8.2,8.2,7.2,7.1,7.9,5.3,8.5,8.5,9.4,7.0
4443,7.2,6.2,8.0,7.7,7.6,6.5,8.0,8.3,5.0,9.0,7.7,9.4,8.4,7.7,7.9,9.0,9.5,7.7
4444,9.0,7.0,7.0,7.3,8.0,4.0,6.5,9.0,7.3,7.0,8.1,9.0,6.8,8.0,7.0,7.3,8.8,7.2
4446,8.6,9.0,8.5,8.3,7.0,6.1,4.0,6.5,7.5,9.0,9.0,8.5,8.5,7.7,7.5,8.2,9.0,7.1
4451,7.4,7.8,8.7,7.7,8.0,7.4,6.4,8.5,8.0,7.0,6.4,8.6,8.0,8.5,9.0,7.0,8.8,7.3
4454,6.5,7.5,7.5,8.0,6.7,4.0,4.0,8.2,5.5,6.0,8.0,7.6,5.6,5.6,7.0,7.6,8.0,7.9
4458,7.2,7.1,8.6,6.8,5.1,4.0,6.1,7.0,7.5,7.0,7.0,8.0,4.3,6.3,7.6,7.0,7.6,7.0
4464,7.4,7.7,7.0,7.5,8.1,8.0,5.6,7.5,7.0,0.0,5.4,6.0,6.6,6.8,8.5,6.7,9.0,9.0
4466,5.5,9.0,9.4,8.0,7.4,6.6,4.0,6.5,7.0,5.5,7.5,8.4,7.4,7.0,8.2,8.4,8.1,7.2
4470,6.3,8.3,8.2,7.9,4.1,6.0,4.0,9.0,7.0,10.0,8.6,7.0,7.3,7.0,9.0,8.5,9.2,7.4
4471,7.0,9.5,7.5,6.6,7.0,7.4,4.0,7.0,7.4,7.7,7.7,8.6,8.2,7.1,8.0,8.4,8.4,6.6
4475,6.5,8.2,7.0,7.9,5.6,5.6,6.0,6.8,6.9,6.2,7.0,7.0,7.1,7.3,7.4,7.1,8.3,7.7
4476,2.5,7.4,9.0,7.6,6.4,7.5,6.0,5.5,7.0,5.7,6.0,0.0,0.0,0.0,8.9,7.3,7.0,6.2
4478,8.0,9.5,8.0,6.6,8.0,0.0,7.0,8.5,8.8,6.5,8.1,9.3,7.7,6.5,9.1,7.0,8.6,8.2
4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
4482,9.2,7.5,8.5,8.1,8.0,4.0,4.0,8.5,8.7,8.7,8.3,9.0,8.3,8.9,8.7,7.8,8.7,7.2
4483,8.3,8.5,9.2,9.0,8.4,8.1,8.7,9.4,7.9,9.7,9.0,8.8,8.9,7.9,8.6,8.6,9.8,7.8
4485,8.0,7.5,9.0,8.0,7.5,6.8,6.0,6.5,9.1,8.3,8.3,9.4,8.3,8.4,8.1,7.6,8.6,7.6
4488,7.5,7.0,7.0,8.3,7.6,3.0,7.0,7.3,9.3,6.5,7.0,7.5,7.5,5.8,8.4,7.4,7.2,6.5
4492,0.0,6.5,0.0,0.0,0.0,5.0,4.0,0.0,0.0,,,,,,,,,
4495,7.5,7.9,7.7,7.0,6.2,4.5,6.2,7.6,5.9,7.8,8.7,6.7,6.7,6.7,9.0,6.2,7.8,8.2
4497,6.8,6.8,8.4,7.9,7.8,6.0,6.5,9.4,8.5,9.0,9.0,9.2,6.2,5.5,8.0,8.5,9.3,6.5
4510,6.9,8.3,8.4,7.0,8.5,6.3,6.5,7.5,7.0,5.8,6.7,7.0,6.4,7.2,6.6,7.9,8.5,7.0
4511,5.0,7.0,7.5,5.0,6.0,6.6,7.0,8.0,6.4,6.0,7.5,8.4,5.8,6.0,5.1,7.0,8.4,7.0
4513,6.2,8.5,6.0,8.7,6.8,4.7,3.0,8.0,0.0,7.5,8.1,6.8,6.5,7.8,7.5,7.2,7.8,7.8
4514,8.0,7.5,7.0,6.6,8.0,7.4,6.0,6.0,7.1,7.0,8.0,9.0,8.4,5.1,8.6,7.3,9.5,6.9
4515,7.5,8.1,8.3,7.7,8.4,3.6,6.1,9.1,6.0,6.5,5.7,6.1,6.6,6.6,8.2,8.2,8.8,6.7
4518,5.9,8.7,8.7,8.0,9.0,7.8,7.0,7.6,6.8,6.6,7.4,8.5,7.0,7.0,8.0,8.1,9.0,7.5
4519,7.5,5.5,8.0,7.5,7.5,5.0,7.3,7.0,0.0,6.0,6.7,8.3,6.7,6.6,6.3,7.9,7.2,7.1
4523,,0.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,
4526,7.3,6.6,7.5,9.3,8.0,4.0,5.4,7.3,6.6,7.0,7.0,8.7,7.3,6.9,8.3,5.8,8.5,6.5
4536,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,,,,,,,,,
4548,5.5,7.5,8.5,8.0,8.0,6.1,6.1,7.5,5.8,5.9,6.5,7.0,5.8,6.2,7.0,7.5,8.4,6.5
4553,5.8,8.7,9.0,8.0,9.0,6.2,9.0,6.8,8.3,6.0,8.0,8.3,7.0,6.8,9.0,7.5,8.7,7.0
4555,6.7,8.7,9.1,8.0,9.5,6.1,7.2,7.4,7.0,7.6,8.0,7.8,7.9,7.1,9.0,7.9,9.5,6.3
4561,7.1,7.5,7.8,9.0,9.2,6.0,8.0,7.5,6.3,9.0,9.0,9.0,8.0,7.2,8.5,8.6,9.0,8.3
4566,7.0,8.0,6.3,8.6,6.2,5.2,6.3,8.1,5.0,7.0,6.7,8.5,7.3,7.9,9.0,7.5,9.2,7.7
4567,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,
4571,6.4,8.8,9.0,8.0,7.0,7.2,5.8,8.2,6.0,8.1,7.0,8.3,6.9,6.8,7.7,7.4,8.5,7.8
4572,5.0,7.3,7.3,6.3,5.9,6.6,8.0,6.5,6.1,5.8,7.3,9.3,7.3,7.2,,,,
4574,6.3,8.0,8.3,7.7,7.6,5.0,4.0,8.3,6.3,7.4,7.0,8.0,6.4,6.9,8.3,8.2,7.7,6.9
4575,5.5,8.3,9.0,8.0,9.0,4.0,7.1,7.6,7.2,9.0,6.5,8.0,8.6,8.0,6.8,7.6,9.3,8.3
4589,8.2,6.0,8.5,8.3,8.7,5.7,4.0,8.0,6.3,7.6,8.0,9.2,7.0,7.7,7.7,8.0,9.4,7.6
4592,6.2,6.8,5.0,8.2,6.3,5.5,7.2,7.2,8.0,5.2,6.0,6.5,7.0,7.8,6.5,8.0,8.5,7.3
4594,5.7,8.7,8.7,8.0,8.0,5.9,7.1,6.4,0.0,5.5,6.2,7.0,6.3,6.8,3.5,7.1,9.0,7.8
4597,4.0,5.5,5.5,6.9,7.5,0.0,0.0,6.0,0.0,4.0,6.0,3.9,,,7.0,7.4,9.0,
4602,4.0,7.8,6.8,0.0,3.5,7.1,5.4,5.9,7.1,5.1,6.5,6.7,5.7,4.9,7.0,7.0,5.6,6.0
4614,5.7,7.0,6.3,7.4,6.0,3.5,3.0,8.0,5.5,6.4,8.4,7.6,6.8,6.9,7.0,6.8,6.6,8.0
4615,,9.0,6.5,8.3,,4.0,4.0,,,,,,,,,,,
4619,7.0,7.0,6.0,8.0,6.8,5.6,5.7,8.1,6.0,6.5,7.8,7.6,5.5,7.2,8.0,7.3,9.5,6.4
4621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
4623,4.0,8.3,8.7,7.0,7.5,0.0,4.0,6.2,4.0,6.0,7.4,6.5,5.3,5.6,8.0,6.6,7.5,8.1
4624,7.6,7.0,8.2,7.5,5.0,6.2,2.0,8.6,8.3,8.0,7.8,7.3,7.2,7.4,9.0,7.5,8.6,6.5
4627,4.0,7.0,5.0,8.0,5.5,0.0,3.0,8.0,6.0,7.0,7.9,7.5,5.4,5.9,5.5,5.3,8.1,5.6
4632,6.6,7.1,6.0,7.0,7.3,0.0,7.0,7.9,10.0,7.2,7.0,8.3,6.2,7.1,6.5,7.3,7.1,6.4
4637,5.5,8.5,8.5,8.0,9.5,5.3,4.0,7.3,0.0,7.0,6.2,0.0,5.9,5.1,6.0,7.0,9.0,7.4
4638,4.0,7.5,6.5,7.8,6.3,4.0,3.8,6.6,8.2,7.0,7.1,6.0,6.1,5.5,7.8,8.2,8.1,6.0
4643,7.5,8.5,8.3,9.0,8.6,6.7,7.3,9.3,7.0,9.0,9.0,8.2,7.9,7.4,10.0,7.8,8.2,8.9
4646,7.4,7.7,7.9,7.0,7.9,6.4,7.1,5.0,5.1,,,,,,,,,
4649,7.0,8.0,7.5,8.3,8.7,6.5,6.9,9.4,8.4,6.4,9.2,8.3,7.7,9.0,8.5,8.4,9.4,7.4
4651,6.2,7.0,6.5,8.0,8.0,5.0,7.0,7.6,9.0,7.1,7.9,9.1,7.7,9.0,7.2,7.7,8.5,9.0
4653,7.1,7.7,7.2,8.1,6.5,6.2,7.8,5.9,6.1,6.9,8.0,6.5,9.0,7.7,5.7,7.9,8.7,7.1
4654,6.2,7.7,7.0,8.4,7.0,5.4,6.2,8.0,5.5,7.0,9.0,6.7,7.4,8.2,9.2,7.1,9.5,8.0
4663,7.0,7.0,6.5,8.7,8.0,5.0,4.0,7.5,7.2,7.0,7.2,7.0,6.3,5.1,6.0,7.1,9.0,7.8
4675,7.4,8.0,7.5,8.4,7.8,5.0,6.0,8.2,6.5,7.0,9.0,8.3,7.4,8.6,9.0,7.6,7.8,6.8
4677,6.7,8.3,8.0,8.1,9.2,6.0,3.0,8.2,5.5,7.4,9.4,7.5,6.7,8.0,7.5,7.9,8.2,7.2
4680,6.4,0.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,,,,,,,,,
4684,6.5,6.8,6.8,7.8,6.0,5.9,5.6,7.2,8.0,5.7,6.5,7.2,6.8,6.4,8.5,7.5,8.9,7.0
4690,6.6,8.0,8.2,8.0,8.0,3.4,3.0,7.6,6.0,5.9,8.3,7.4,6.9,7.4,8.0,7.3,8.1,7.0
4691,,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,,,
4694,5.0,6.6,7.6,4.2,0.0,0.0,7.0,5.5,0.0,,,,,,9.0,,,
4695,7.0,7.2,7.7,9.2,7.6,5.5,6.7,8.4,0.0,8.5,7.2,5.0,7.1,7.0,9.0,8.0,7.6,8.1
4702,5.7,7.8,8.2,7.0,3.5,3.7,3.0,7.0,6.5,5.7,7.2,6.0,6.9,5.7,6.5,7.7,9.5,6.2
4710,7.7,8.0,7.0,8.5,7.0,6.0,8.5,8.8,7.6,9.0,8.0,5.7,6.1,7.1,7.4,6.4,8.4,8.4
4712,0.0,0.0,0.0,0.0,0.0,4.0,3.5,0.0,0.0,,,,,,,,,
4715,6.6,7.1,7.3,8.5,8.2,5.6,3.0,8.4,6.0,7.4,6.5,7.9,6.1,6.3,10.0,6.7,9.0,7.6
