id_alumne,PIP,PED,PDAA,AT,SOC,LCAT,LESP,DIDA,LENG,INCL,SEOE,DIDC,DIDM,CINA,PLST,EDFI,PRAC,DGEO
1,6.2,9.0,8.0,8.2,9.0,5.0,6.0,8.0,7.7,8.0,7.5,9.0,7.1,6.4,9.0,8.1,7.5,9.2
2,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,
6,8.2,9.0,9.1,7.6,10.0,6.0,8.0,7.5,6.6,9.1,7.6,8.0,6.3,7.1,8.5,9.4,8.6,8.2
8,9.3,9.5,10.0,9.3,9.0,9.5,6.0,8.8,8.8,9.3,9.0,10.0,9.2,9.1,10.0,9.1,10.0,9.3
12,7.7,7.7,7.7,8.0,8.0,0.0,6.0,0.0,0.0,7.7,7.7,0.0,8.0,6.3,9.0,6.0,9.0,9.0
14,6.0,7.8,8.2,5.9,8.5,4.0,7.0,6.2,8.0,8.2,7.0,5.0,6.6,6.7,4.0,6.7,7.6,7.4
17,7.4,7.6,7.5,9.0,8.0,6.5,7.6,7.1,7.0,7.6,7.5,6.3,9.2,8.0,8.0,8.4,9.0,8.0
23,6.4,8.1,7.0,7.5,0.0,0.0,8.0,5.8,5.9,0.0,0.0,7.0,0.0,0.0,5.0,,4.5,0.0
25,7.5,0.0,0.0,0.0,7.0,3.5,7.5,8.0,7.0,6.7,7.7,8.0,9.0,7.4,6.5,7.2,9.0,9.0
26,7.3,7.2,8.3,7.0,6.0,7.0,7.9,8.9,4.8,7.8,8.0,7.2,6.5,6.7,7.5,7.6,7.0,6.3
33,7.0,7.6,8.1,8.0,8.0,4.0,7.0,9.0,7.4,7.2,7.5,6.7,6.1,8.2,5.6,8.2,6.1,6.7
40,7.7,8.5,7.5,9.0,9.0,7.0,7.7,8.0,7.6,6.3,7.1,5.2,5.0,7.7,8.5,4.1,9.0,6.5
42,0.0,6.3,8.5,0.0,7.8,4.0,3.0,5.1,0.0,,,,,,,,,
43,8.5,9.5,8.0,7.5,8.0,6.5,7.6,7.1,8.9,9.0,8.0,7.5,6.6,8.7,8.5,9.4,8.5,9.5
45,0.0,0.0,7.0,0.0,0.0,7.0,8.0,0.0,7.0,6.5,5.7,0.0,7.1,0.0,3.1,,5.0,6.3
48,6.6,6.4,6.0,7.3,9.0,5.0,9.0,8.5,7.9,7.0,8.0,10.0,7.0,7.9,9.0,7.9,8.4,8.2
51,7.4,8.0,8.4,9.0,9.0,5.0,7.9,9.1,6.6,9.1,8.0,8.3,9.0,8.1,8.5,9.0,10.0,9.3
52,6.1,9.0,8.2,8.0,9.0,7.6,6.6,8.5,5.7,6.6,8.2,6.1,7.4,7.1,8.4,8.1,9.0,7.0
56,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,
57,10.0,8.5,9.0,10.0,8.0,7.0,7.8,9.0,8.8,8.8,8.2,9.2,7.8,9.1,9.0,9.2,9.2,8.7
59,6.5,7.0,6.4,8.1,7.1,0.0,0.0,6.4,0.0,5.0,4.9,5.6,,,7.0,5.9,,
64,,9.5,8.9,8.4,9.0,,,9.2,,,,,,,,,,
65,7.0,8.0,8.3,7.8,9.0,3.0,7.1,7.5,0.0,,,,,,,,,
69,8.2,9.2,7.6,8.0,9.0,6.5,0.0,9.3,9.0,6.5,9.0,9.3,9.1,7.8,7.0,7.4,9.5,9.0
72,7.4,6.7,7.4,9.0,8.0,6.7,7.3,8.3,5.6,9.0,8.0,8.1,8.1,6.7,10.0,9.0,8.4,9.2
74,7.6,9.0,8.5,6.7,10.0,8.0,9.3,9.2,9.3,7.5,7.2,7.5,7.4,8.7,7.0,6.5,9.0,8.0
80,0.0,7.9,8.6,0.0,6.0,5.0,7.0,0.0,0.0,,,,,,,,,
81,7.6,8.4,7.5,8.2,7.0,4.0,7.8,7.2,5.5,7.2,8.5,6.5,5.9,6.4,6.6,7.8,7.7,5.2
82,9.0,8.5,8.0,7.5,8.0,7.0,8.4,8.5,8.4,9.5,8.0,8.5,8.0,7.7,8.0,9.2,9.5,8.5
87,8.0,8.8,7.0,7.0,8.5,7.0,7.4,9.0,8.3,8.0,8.6,5.1,8.0,8.5,9.0,8.0,0.0,9.0
90,6.4,8.1,9.0,9.0,8.1,6.8,8.5,8.5,9.0,0.0,9.4,8.5,7.1,8.4,8.7,6.4,8.4,7.4
97,7.9,8.5,8.5,8.2,7.5,7.0,6.4,7.7,8.5,0.0,7.0,0.0,,6.3,9.5,7.0,9.0,0.0
99,0.0,,,,,,,,,,,,,,,,,
101,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
102,8.0,8.7,8.5,9.0,7.8,7.0,9.0,8.5,7.2,8.5,7.0,9.7,9.0,9.0,10.0,9.1,9.7,8.5
105,6.0,8.1,9.5,8.2,9.0,4.0,8.5,8.5,8.5,9.0,8.5,,,7.8,9.4,7.2,9.8,8.5
106,8.1,8.0,7.5,8.8,8.0,6.5,7.2,9.2,7.4,8.0,8.1,8.0,7.3,9.3,9.0,8.5,8.0,8.4
107,7.2,9.6,8.6,7.7,9.8,7.5,7.7,8.5,6.1,6.5,7.5,8.2,8.3,7.6,9.5,7.9,8.1,9.0
110,0.0,8.0,0.0,0.0,7.1,0.0,3.0,0.0,0.0,,,,,,,,,
111,8.4,9.0,0.0,9.2,9.0,7.8,6.5,9.3,7.7,,,,,,6.0,7.2,,8.5
112,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,
113,6.6,7.5,9.0,7.4,8.0,8.0,7.1,7.5,8.5,6.5,7.9,6.5,8.5,7.0,8.2,7.7,9.0,8.0
114,0.0,8.1,3.5,0.0,9.5,9.0,9.3,8.0,0.0,,,,,,,,,
115,7.6,9.5,8.5,9.2,8.2,7.0,8.5,8.0,7.9,10.0,10.0,8.1,7.8,7.5,9.1,9.1,9.4,8.8
116,7.9,9.0,8.4,6.8,7.5,4.0,7.1,9.7,9.4,7.0,7.2,6.0,7.7,8.2,10.0,5.5,7.9,8.3
117,7.5,9.5,7.0,9.0,8.0,5.0,7.8,7.5,6.4,9.0,7.0,7.7,8.4,7.0,9.0,8.5,10.0,7.5
118,0.0,8.0,6.0,8.0,8.0,6.5,7.2,7.1,5.8,8.0,8.5,6.8,7.2,5.7,7.3,6.7,9.0,8.3
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,,,,,,,,,
122,6.9,10.0,9.0,7.8,10.0,0.0,7.0,8.5,0.0,0.0,6.5,,,,9.0,6.5,,0.0
123,5.0,7.6,8.6,7.2,10.0,6.0,7.9,5.5,5.8,6.2,7.0,8.0,6.1,6.0,8.0,9.0,8.4,9.0
125,7.9,7.5,7.0,6.7,8.7,9.0,8.4,8.5,7.8,8.2,6.5,8.0,7.0,6.3,9.0,7.3,8.5,7.0
126,8.4,9.5,9.7,9.2,9.4,7.0,9.0,10.0,9.4,9.0,9.0,9.3,8.9,9.5,9.5,9.1,9.7,10.0
127,6.9,8.5,9.0,9.3,8.5,6.0,8.1,9.9,7.5,6.5,6.9,8.0,6.9,9.2,7.0,6.3,10.0,9.0
130,7.0,,,8.0,9.0,,9.2,,8.6,,,,,,,,,
131,6.6,9.0,8.5,8.2,9.7,6.0,4.0,8.3,6.8,7.5,7.5,9.7,8.2,9.1,8.0,7.0,9.0,10.0
132,8.2,8.0,7.6,7.0,5.8,4.0,7.1,8.4,8.9,6.1,7.2,7.6,7.4,7.0,9.0,7.1,9.1,8.5
134,7.7,9.5,9.0,9.7,10.0,7.0,7.8,9.5,9.0,9.2,7.4,8.5,8.1,7.9,9.5,8.2,9.8,8.0
139,6.0,4.0,7.5,8.0,7.6,5.5,6.4,9.1,4.0,5.0,8.0,7.0,3.0,5.9,6.5,7.6,7.0,6.2
144,8.0,7.7,9.0,9.0,9.4,4.0,7.4,8.9,7.5,7.3,8.6,6.8,8.3,8.4,9.0,9.0,8.7,7.3
145,5.4,7.5,10.0,7.5,7.1,6.0,0.0,10.0,8.0,,,8.5,,,9.5,8.5,,9.1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
148,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
151,5.3,9.0,9.0,9.0,7.5,7.0,7.3,8.3,7.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0
155,5.7,7.2,6.2,7.7,7.4,5.0,6.1,5.3,0.0,5.5,2.8,0.5,0.0,6.0,7.4,6.7,0.0,6.4
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
159,7.4,7.0,8.4,7.0,9.0,7.8,7.2,7.0,5.8,8.6,8.0,8.0,7.8,6.3,10.0,7.3,8.3,7.5
160,7.6,6.5,6.5,7.1,0.0,6.0,7.0,6.2,8.8,8.0,8.0,7.0,8.2,8.3,9.1,8.0,7.0,7.3
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
165,7.7,9.9,10.0,6.6,7.5,9.5,6.5,8.9,7.7,9.0,8.5,9.3,8.1,9.3,9.0,7.4,9.0,8.0
167,6.9,0.0,0.0,9.0,0.0,0.0,8.1,0.0,0.0,,,,,,,,,
168,6.8,7.0,9.0,9.0,8.4,5.2,8.2,9.1,8.0,8.2,7.0,6.7,9.0,9.3,8.0,8.1,9.1,8.4
169,7.0,9.0,9.0,,6.0,0.0,6.8,8.3,9.0,8.0,8.0,,,,,,,
170,7.2,9.0,9.0,7.6,8.5,7.0,7.0,8.1,7.3,8.0,9.0,8.7,7.2,8.1,10.0,9.2,9.5,9.1
171,0.0,7.4,0.0,0.0,6.0,5.0,7.0,0.0,0.0,,0.0,,,0.0,0.0,7.2,10.0,
172,6.7,8.0,5.0,7.0,6.5,8.0,6.7,9.0,7.1,6.0,7.2,5.1,7.5,7.4,9.5,8.2,9.4,8.0
173,0.0,7.5,0.0,0.0,5.0,5.0,7.2,0.0,0.0,,,,,,,,,
174,7.1,7.1,7.1,9.5,6.0,10.0,6.0,9.0,6.0,7.1,7.1,8.0,7.3,8.6,9.0,8.2,10.0,9.5
175,8.2,6.4,9.3,9.2,8.7,6.4,8.3,8.7,9.0,,,,,,,,,
177,9.2,9.2,9.4,9.1,9.0,6.8,8.0,8.8,8.8,9.1,9.5,10.0,9.0,9.0,9.5,8.8,9.3,9.4
180,0.0,0.0,0.0,0.0,5.0,0.0,7.3,0.0,0.0,8.0,6.0,8.6,7.3,7.0,7.7,5.0,8.8,8.5
183,8.2,7.6,7.7,6.8,7.6,8.6,8.4,9.4,8.0,,,,,,,,,
186,8.0,8.0,8.5,7.3,7.0,4.0,6.8,9.8,0.0,7.0,9.0,8.7,7.3,7.0,5.6,6.6,9.1,8.5
190,8.2,7.1,7.7,8.6,8.0,6.0,8.0,9.0,8.0,8.0,8.0,9.1,0.0,7.4,9.0,9.2,9.0,9.2
192,6.7,7.0,8.0,6.2,7.6,6.0,3.0,7.6,6.1,9.0,6.5,8.0,6.8,6.4,9.0,7.7,7.2,6.4
193,7.1,7.8,8.3,9.0,8.0,4.0,7.6,8.1,6.0,6.5,6.0,8.0,6.8,7.9,7.5,7.5,9.6,8.3
196,7.1,5.0,4.0,8.0,9.0,4.0,7.5,9.0,8.6,9.0,9.1,10.0,10.0,8.6,8.0,9.0,9.0,10.0
197,9.0,8.0,8.0,8.2,8.0,6.0,6.0,8.5,7.4,9.0,7.0,8.0,6.8,7.7,7.2,7.9,9.5,7.8
201,7.0,8.7,9.0,8.8,8.0,7.3,4.0,8.5,7.1,7.5,9.0,8.2,7.0,5.7,9.0,7.4,9.3,8.7
203,5.0,5.3,,,,,7.4,2.5,5.0,,,,,,,,,
205,9.4,9.0,9.8,8.6,10.0,9.0,8.5,10.0,8.3,0.0,7.0,7.0,7.8,7.6,10.0,7.3,8.4,0.0
208,,8.1,8.7,0.0,,,,,,,,,,,,,,
209,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,
210,9.0,7.0,7.5,9.0,9.4,8.0,7.4,9.0,8.5,9.0,9.0,7.5,8.5,8.1,8.0,9.1,10.0,8.1
211,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,
214,8.0,7.5,7.0,7.2,8.0,6.0,7.0,0.0,0.0,,,,,,,,,
216,6.0,6.7,0.0,6.8,9.0,0.0,0.0,7.4,0.0,0.0,6.3,0.0,5.3,0.0,7.0,0.0,7.5,0.0
219,7.3,8.0,6.0,7.6,7.5,4.0,8.1,7.0,7.9,6.3,7.5,7.0,6.6,6.5,9.0,8.0,8.5,8.0
223,7.3,8.5,9.0,7.6,9.0,7.5,6.7,8.6,8.3,8.0,9.8,6.0,7.7,7.2,7.5,9.8,9.0,9.1
228,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,
230,7.6,8.0,9.0,7.5,9.0,6.5,6.6,6.9,7.3,8.0,8.4,9.0,7.7,8.8,10.0,9.0,9.4,8.0
231,7.2,9.0,8.0,8.5,7.9,5.0,6.5,9.0,,9.5,9.0,8.5,8.1,7.6,9.0,8.4,9.5,7.0
237,6.6,8.4,8.3,8.3,0.0,9.0,7.0,9.6,8.6,7.0,10.0,6.4,5.0,5.1,6.7,6.3,7.0,8.5
240,6.0,8.0,8.5,7.4,7.5,7.0,6.0,7.9,8.0,6.5,8.0,6.1,6.3,4.0,8.0,7.0,7.5,6.0
245,9.0,8.5,8.0,8.3,8.0,7.5,6.3,8.5,8.1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.8,0.0
246,7.1,9.0,10.0,9.0,6.0,5.5,7.0,9.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0
247,5.0,7.9,5.6,0.0,7.0,1.0,7.7,8.7,6.0,0.0,9.0,7.3,3.3,5.0,8.0,7.0,9.4,6.2
257,6.1,8.7,7.2,6.7,7.8,7.0,4.0,6.5,4.0,6.5,8.5,7.5,5.9,6.1,8.5,7.9,9.1,5.6
259,0.0,0.0,6.1,6.1,6.0,5.5,6.0,9.0,8.0,0.0,6.7,6.5,6.1,7.5,9.0,7.2,8.4,6.0
262,5.4,6.3,5.0,7.0,7.0,2.0,6.0,6.5,8.0,7.0,8.5,7.5,6.3,5.7,6.0,6.2,9.0,9.1
263,0.0,7.4,7.4,7.2,7.2,3.0,7.5,7.2,7.2,6.9,4.2,,7.2,,0.0,,,6.0
264,8.0,6.6,8.0,6.9,8.1,6.0,6.8,8.5,8.1,6.5,8.5,7.4,8.0,8.5,7.0,8.2,9.0,9.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
267,7.8,7.0,8.5,7.1,8.2,9.0,5.4,8.8,8.4,9.0,9.0,7.0,6.7,7.8,8.5,8.6,8.4,10.0
268,7.4,9.0,0.0,6.6,9.0,0.0,8.0,9.0,8.0,6.5,9.2,9.0,7.9,6.9,9.5,7.7,9.8,9.7
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
280,9.0,8.0,9.0,7.9,10.0,6.0,6.8,9.5,4.9,8.8,9.0,8.5,7.2,6.7,8.5,8.4,9.2,9.0
292,6.7,7.5,9.5,9.0,7.4,7.2,6.5,8.2,0.0,7.5,7.4,5.5,7.4,5.6,7.5,8.1,7.1,8.3
295,0.0,0.0,0.0,1.3,0.0,0.0,4.0,0.0,0.0,,,,,,,,,
300,7.0,5.9,8.5,9.0,7.0,5.0,4.0,5.0,6.5,6.6,8.2,7.0,6.3,7.0,7.0,8.5,9.3,9.0
304,7.5,7.2,4.0,7.0,5.4,7.1,6.6,7.1,7.4,7.7,7.5,6.0,7.1,6.7,5.3,5.9,8.7,5.0
306,7.0,9.0,9.0,9.2,6.0,6.5,6.6,9.2,7.2,9.0,8.5,7.5,7.0,8.1,9.0,9.0,9.6,8.6
310,6.3,5.7,5.0,6.3,5.0,0.0,0.0,0.0,6.3,5.3,7.1,6.0,6.6,5.9,5.0,7.5,7.8,6.5
311,6.6,6.0,7.5,7.5,9.0,4.0,6.1,7.5,4.0,6.5,8.6,9.0,4.2,5.5,8.5,9.0,8.5,9.0
312,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,
313,6.7,7.0,8.5,7.2,6.0,5.0,7.5,9.1,5.6,6.2,9.2,7.0,7.0,7.4,8.3,5.7,9.3,7.4
316,8.3,8.0,9.0,8.0,8.0,5.8,7.0,8.5,6.3,8.0,9.1,8.0,8.5,8.3,7.0,8.3,9.7,6.5
318,7.1,8.5,7.8,6.9,7.0,7.3,6.1,8.8,9.0,7.5,9.0,8.3,7.7,6.4,9.0,8.6,8.5,7.4
319,7.5,7.0,9.5,8.2,9.0,6.0,6.4,7.5,6.1,6.7,8.6,9.3,7.9,7.7,7.6,9.0,9.0,9.0
321,6.3,8.0,7.5,6.5,6.0,3.5,0.0,9.1,4.4,,7.3,6.0,7.1,7.5,7.1,8.2,6.5,7.8
322,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,
323,7.1,7.0,8.5,7.9,6.0,6.0,7.0,8.2,8.5,6.0,7.6,8.0,4.1,6.6,7.5,9.0,8.3,8.0
325,7.2,6.8,8.7,7.7,8.0,6.0,8.3,8.4,6.7,,,,,,,,,
326,7.3,7.0,9.0,7.0,9.0,7.0,8.5,8.7,6.3,8.6,9.2,8.4,9.5,8.4,9.0,7.4,9.5,7.8
328,6.5,7.2,8.1,7.8,8.7,5.5,4.0,6.4,6.6,7.9,7.0,7.0,6.4,4.4,6.6,7.9,,6.7
329,7.5,7.0,7.0,8.2,9.0,5.0,8.0,8.2,6.6,9.0,8.5,8.2,8.4,7.7,6.6,9.1,9.0,7.6
330,4.0,7.0,0.0,3.6,7.5,4.0,1.9,0.0,0.0,,,,,,,,,
331,7.8,8.0,7.7,7.8,9.0,4.0,8.1,8.0,8.7,7.0,9.0,7.0,6.0,7.5,8.5,8.6,9.1,10.0
332,6.2,5.4,5.0,7.4,6.6,5.0,5.5,6.1,5.7,7.0,8.5,7.3,6.2,7.1,7.0,7.2,9.2,9.4
333,8.2,8.1,8.2,7.0,8.0,6.0,6.6,8.1,5.7,7.0,7.5,8.5,5.6,6.1,6.7,8.3,8.0,6.1
335,7.2,7.5,7.0,8.5,8.0,7.0,6.5,8.5,6.2,7.0,8.0,8.0,7.2,7.7,7.3,7.8,8.7,8.8
337,5.9,6.8,7.2,3.9,9.5,4.0,7.0,7.8,6.7,6.7,6.2,8.0,7.3,7.1,8.0,8.2,8.5,8.3
338,8.2,8.0,9.0,8.6,9.0,4.0,7.5,8.8,8.6,9.0,8.1,7.5,7.2,8.9,7.3,8.8,8.0,8.4
343,5.0,6.1,7.2,8.0,5.8,5.6,2.5,8.1,8.1,6.3,8.9,6.5,7.5,7.2,8.0,5.9,9.2,8.4
344,7.3,7.5,7.5,7.9,6.4,0.0,6.4,8.5,0.0,5.6,6.6,6.6,5.9,7.3,8.4,9.0,9.5,8.0
345,6.2,8.3,8.3,8.2,7.5,5.0,5.5,8.7,6.0,7.4,8.5,6.5,6.0,5.4,8.0,7.8,9.0,7.1
346,6.1,7.0,8.0,0.0,7.4,4.0,6.0,6.9,9.0,0.0,0.0,6.4,0.0,5.7,0.0,0.0,8.9,0.0
348,8.0,8.0,7.0,6.6,9.0,8.0,7.0,7.0,9.0,7.5,5.5,6.4,6.8,6.3,8.1,7.3,8.7,6.2
352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
353,6.7,7.5,7.0,6.5,7.5,7.1,1.0,7.0,9.5,6.5,7.1,8.1,6.6,7.3,7.8,6.4,9.0,5.5
360,9.0,10.0,8.5,9.0,8.5,8.0,7.0,10.0,9.3,9.0,8.2,8.9,8.3,9.0,9.5,8.5,9.5,9.0
361,7.7,8.4,7.0,8.6,9.0,7.0,6.0,9.2,9.1,8.1,6.5,7.6,8.3,8.0,8.0,8.1,6.6,7.4
364,8.0,7.5,8.5,7.7,6.0,7.0,8.3,9.8,8.5,8.2,7.0,8.0,8.7,8.6,8.0,8.5,9.0,7.0
365,6.4,7.5,7.2,7.9,7.6,6.5,5.6,7.2,7.2,6.5,7.3,7.5,8.0,8.7,8.0,7.9,9.0,6.5
369,0.0,10.0,9.0,0.0,9.3,0.0,6.6,8.3,7.2,8.0,8.0,6.1,7.3,5.0,9.0,7.6,9.0,8.4
374,0.0,7.8,7.3,8.4,6.5,7.8,,8.0,,,,,,,,,,
375,6.7,7.0,5.5,6.1,6.0,7.5,6.8,6.3,7.2,7.5,8.0,7.0,8.4,8.1,8.0,7.7,8.0,6.3
376,7.7,5.0,7.7,7.5,7.0,5.0,6.4,5.5,6.7,6.1,8.7,8.6,5.5,7.9,7.0,7.0,7.6,8.0
379,8.0,8.5,9.0,6.0,7.5,7.5,6.5,9.6,8.0,7.8,7.5,7.5,8.3,9.0,9.5,7.5,9.0,8.0
380,6.0,,,0.0,,4.0,6.8,,0.0,,,,,,,,,
381,6.6,8.0,7.8,7.8,7.5,6.6,5.9,5.0,7.7,,,,,,,,,
383,7.1,7.2,8.4,6.4,8.5,5.0,4.0,7.1,0.0,6.7,7.0,6.5,6.8,6.7,8.6,7.3,8.0,7.6
384,6.6,8.0,8.3,7.3,6.0,6.5,7.7,8.5,6.4,7.1,8.0,6.8,6.8,7.7,7.0,7.6,7.3,8.0
385,,,,0.0,,,,7.2,8.7,,,,,,,,,
386,8.5,7.8,8.2,7.8,9.0,7.0,8.0,9.0,7.5,8.0,9.0,10.0,7.2,7.0,10.0,8.1,9.1,7.6
387,7.0,7.6,7.3,8.8,8.4,4.0,6.0,9.6,9.0,8.2,7.5,7.7,8.1,8.0,7.5,6.2,9.4,8.2
389,0.0,,,,5.0,,4.0,0.0,0.0,,,,,,,,,
397,7.7,9.5,9.5,9.2,10.0,7.5,9.0,7.9,8.6,,,,,,,,,
398,9.0,9.5,10.0,9.7,9.1,9.0,7.7,9.4,8.1,9.0,10.0,9.5,9.1,8.6,8.4,9.7,8.5,8.6
399,6.8,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,,,,,,,,,
400,7.5,9.2,8.2,8.0,8.0,4.5,7.0,6.0,6.6,6.5,8.0,7.2,5.9,5.7,7.5,7.6,7.7,9.2
401,9.0,8.0,7.8,7.0,6.0,6.0,7.2,7.1,7.5,7.0,7.2,7.0,8.8,7.4,8.0,7.6,9.2,8.7
404,7.8,7.5,6.5,7.6,8.0,4.0,6.4,8.5,0.0,7.0,7.2,7.5,6.8,6.6,8.5,8.5,7.8,6.0
406,6.0,7.0,7.8,7.0,9.5,3.1,4.0,7.6,0.0,8.0,8.0,8.7,0.0,5.1,8.0,8.9,9.0,7.0
410,8.5,7.5,8.4,7.8,8.0,5.0,8.0,8.6,7.2,9.1,9.5,9.8,8.6,8.2,9.0,8.3,7.0,8.8
416,7.7,8.3,8.2,9.0,8.5,6.5,9.0,8.7,7.1,,,,,,,,,
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
421,0.0,0.0,,,5.4,0.0,0.0,,0.0,,,,,,,,,
422,7.6,7.5,9.0,7.7,9.0,5.0,8.5,8.4,7.2,8.0,9.3,7.5,6.6,7.9,8.5,9.4,9.5,9.0
423,6.8,7.0,8.3,7.3,7.3,7.0,7.8,7.9,8.4,6.8,6.0,,,,,,,
424,7.5,7.5,8.0,7.0,6.0,7.0,4.0,8.5,4.0,7.0,8.0,8.7,7.1,6.6,8.0,8.3,9.0,7.8
429,6.3,6.9,7.8,6.7,6.5,7.0,5.9,7.1,0.0,7.0,6.5,5.0,5.8,6.8,7.5,8.0,9.0,5.0
431,0.0,,,0.0,,0.0,3.0,0.0,0.0,,,,,,,,,
435,6.5,8.0,9.5,9.0,9.0,4.0,5.6,7.0,5.5,6.0,8.5,5.3,6.3,7.0,8.0,7.6,7.0,7.0
436,7.8,7.5,7.8,8.4,8.1,6.0,5.8,9.1,4.5,,,,,,,,,
438,9.0,7.0,7.8,9.0,9.0,5.5,7.4,7.3,8.1,9.5,6.7,8.6,6.8,6.6,7.1,7.9,9.5,7.3
440,5.9,8.1,9.1,9.0,9.6,7.5,6.0,8.0,8.0,8.0,6.6,7.6,7.0,7.4,8.8,7.4,9.4,7.3
441,6.8,8.6,8.6,9.5,9.0,6.2,7.8,9.0,7.6,,,,,,,,,
443,7.4,7.0,7.5,9.0,8.4,7.0,7.9,7.0,6.6,9.0,9.0,6.0,7.4,7.2,7.0,9.1,8.5,9.0
445,7.6,8.0,8.6,8.2,7.9,5.9,7.2,7.6,6.5,7.3,8.0,7.0,6.6,6.9,6.7,6.5,8.1,5.8
446,6.4,8.2,4.0,8.2,7.8,6.0,0.0,7.1,0.0,6.7,6.7,6.5,5.0,7.0,6.5,7.0,9.6,6.4
450,8.6,6.6,7.0,6.5,9.0,5.8,6.1,7.9,6.3,7.0,7.5,6.0,5.5,6.8,8.3,7.7,8.2,9.1
451,6.0,7.1,7.3,6.9,7.8,4.0,5.4,7.6,6.8,8.0,7.5,7.2,5.6,5.9,9.0,8.2,8.0,5.5
455,7.3,6.5,7.0,7.0,7.0,4.0,7.9,6.5,8.5,6.6,7.2,7.5,7.5,6.1,8.5,7.0,7.6,8.5
456,7.3,7.0,7.0,7.0,6.0,4.0,6.1,6.5,6.8,6.3,7.2,8.7,7.9,7.1,7.5,7.0,7.8,9.0
459,7.9,8.0,8.5,7.2,7.5,7.5,7.0,7.4,8.3,6.1,8.0,8.0,6.8,6.0,8.5,6.0,9.2,6.2
464,6.5,7.5,7.5,7.5,5.0,5.0,7.0,8.5,8.0,5.0,6.8,6.5,5.8,6.2,7.3,7.0,6.4,7.0
465,7.0,6.5,0.0,0.0,7.4,0.0,6.4,0.0,6.5,,,,,,,,,
466,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.4,0.0,,,,,,,,,
468,6.7,7.7,8.0,7.1,7.5,0.0,5.7,8.0,0.0,6.6,0.0,0.0,6.2,5.2,7.0,7.2,,6.0
471,7.3,7.0,7.5,7.1,7.2,7.4,6.6,9.1,7.7,6.4,7.7,7.2,6.4,7.2,7.0,7.6,9.0,6.0
472,8.1,7.9,7.6,6.5,7.0,5.5,7.1,7.1,8.6,6.0,8.0,9.1,7.8,6.5,7.0,7.2,9.0,7.0
473,8.0,8.0,9.0,7.8,7.0,7.5,7.1,9.0,6.5,7.5,8.1,7.5,7.1,7.5,9.0,7.5,9.5,9.0
476,0.0,9.5,0.0,0.0,8.0,0.0,7.6,0.0,0.0,,,,,,,,,
477,7.3,7.5,8.5,6.8,7.5,7.5,6.6,7.7,8.0,8.5,8.6,7.0,8.2,7.8,9.0,7.5,9.0,7.0
481,7.0,5.5,8.5,8.0,7.0,7.0,6.6,9.5,6.5,7.6,8.5,7.5,6.5,7.5,9.0,7.9,9.0,6.8
484,7.4,7.5,7.5,6.8,6.0,5.5,7.5,7.0,6.5,6.6,7.0,9.0,7.0,6.5,7.0,7.2,7.4,7.4
486,8.0,7.1,9.0,6.5,8.6,5.0,0.0,8.9,7.7,8.2,8.2,8.5,7.8,8.7,8.5,7.0,8.5,8.0
495,7.6,8.0,6.5,7.0,7.5,6.0,7.2,7.0,7.4,7.0,7.3,7.0,8.1,7.2,7.0,7.8,9.5,7.0
496,7.0,8.0,5.0,8.5,6.0,4.0,7.8,8.0,7.3,7.1,7.4,7.0,5.8,6.4,8.1,7.6,7.8,6.0
498,9.0,9.0,8.0,8.0,8.0,5.0,9.0,9.2,8.4,7.5,8.5,9.5,9.1,8.4,9.5,7.0,8.5,9.0
501,7.8,7.5,8.0,8.6,9.0,8.0,6.0,9.5,6.1,8.5,8.0,8.3,8.4,7.6,9.2,7.7,9.0,8.3
