id_alumne,TTC,CP,FDD,DRO,PIC,EC,SDL,FDPTD,HD,DCP,OTE,PD,DOC,DIC,DFT,FDA,DPC,IDCE,DR,PST,CAA,DEM,DTS,DPP,DS,BPU
1262,,3.0,1.0,2.0,3.0,0.9,,,2.0,2.5,,,,,,,,,,,,,,,,
1263,5.3,6.2,6.5,5.2,,3.2,6.5,6.0,5.0,5.0,6.0,5.1,4.0,5.5,3.5,6.0,6.0,7.0,,6.3,6.3,3.5,5.0,6.0,7.0,7.0
1264,7.7,7.5,9.0,9.0,5.5,5.0,5.6,8.0,,6.8,6.3,8.0,8.0,7.5,8.0,9.0,8.0,7.0,8.0,7.3,6.5,7.7,7.8,5.0,5.0,7.5
1265,6.4,5.9,6.1,6.1,5.0,6.0,6.0,2.0,5.5,5.7,5.0,5.0,5.5,7.0,7.9,7.0,8.0,6.0,6.1,6.0,4.0,6.2,8.2,6.4,2.5,5.5
1267,5.9,4.0,5.0,2.6,3.0,5.0,2.0,8.0,6.0,2.6,5.0,0.8,5.0,2.0,2.1,1.6,0.3,5.0,1.5,0.0,5.0,6.1,2.2,1.0,3.5,5.0
1268,2.8,4.1,3.5,1.5,1.5,3.0,,2.9,1.3,,,,,,,,,,,,,,,,,
1269,5.5,3.5,6.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,1.8,5.0,5.0,5.0,5.0,0.3,5.0,5.0,5.6,3.2,,5.2,3.0,5.0,3.0
1271,5.5,5.0,7.0,3.5,7.5,5.5,6.0,7.8,6.0,2.1,5.0,8.0,5.2,6.2,5.0,0.0,5.7,8.5,5.0,6.1,5.0,7.0,5.0,6.8,7.0,6.2
1272,6.7,7.8,,,,,,,,0.7,,,,,,,,,,,,,,,,
1273,7.1,9.0,7.5,9.0,9.0,7.0,8.0,5.5,9.5,8.0,9.5,8.6,5.0,,8.2,9.0,6.1,,6.0,9.2,6.7,7.3,8.0,7.0,9.0,9.0
1274,5.0,6.5,5.5,5.0,5.0,5.0,5.0,5.8,7.0,6.9,6.5,8.0,6.5,6.0,6.3,7.4,7.0,6.0,7.4,6.0,5.0,5.0,7.0,7.5,5.0,6.5
1275,6.9,6.4,5.0,3.2,3.0,5.0,6.5,4.7,5.9,0.4,,6.7,5.0,6.0,5.5,7.0,6.5,5.6,7.5,5.2,7.2,5.3,6.7,6.0,6.5,7.5
1276,6.6,7.0,5.4,5.0,5.0,5.1,3.0,7.5,5.0,6.1,5.9,6.3,2.4,8.0,5.0,6.0,2.0,2.3,6.5,7.8,3.8,6.5,5.5,6.1,5.1,7.0
1278,6.5,6.7,7.8,7.3,5.5,5.7,5.0,6.2,5.0,6.6,7.2,1.5,6.5,7.0,,7.0,7.5,6.3,6.0,5.0,8.2,6.5,5.4,,7.5,6.0
1281,5.5,5.5,6.0,5.2,5.2,4.3,6.0,3.9,1.8,5.0,4.0,6.0,6.0,7.5,5.3,7.7,7.0,5.0,6.0,5.0,5.0,5.0,5.0,6.8,2.0,7.0
1282,6.4,6.4,5.0,5.0,6.0,5.8,4.0,8.5,5.0,5.5,5.1,5.3,5.7,5.0,2.5,5.0,5.0,2.5,5.0,6.5,4.2,3.5,5.1,5.0,7.5,5.2
1283,6.2,5.8,6.3,5.0,7.0,7.0,6.5,5.2,,5.0,3.0,5.0,6.8,,7.1,5.5,5.2,5.0,7.0,7.3,7.4,7.9,5.2,5.5,5.0,5.0
1284,7.0,4.2,3.5,2.0,6.0,2.0,5.0,5.4,4.0,5.0,6.0,5.0,6.0,6.0,5.5,6.5,5.5,5.0,2.1,5.0,4.2,5.5,6.1,2.2,8.0,5.6
1285,7.8,5.0,6.0,3.5,5.0,5.0,5.0,6.2,7.0,,7.0,6.2,5.3,6.5,5.0,8.1,5.5,6.2,7.0,5.0,3.7,8.5,6.1,3.0,5.0,5.5
1286,6.9,5.5,7.0,7.5,5.0,6.1,7.0,7.3,6.0,7.5,6.0,6.3,6.0,9.0,7.3,9.0,7.1,9.0,5.1,9.0,7.1,7.0,6.0,7.0,6.5,6.1
1287,5.0,2.0,3.0,2.9,3.0,6.1,6.0,3.0,5.4,5.0,1.7,5.3,6.7,7.0,6.0,6.0,7.0,7.0,9.3,8.0,7.5,5.0,5.0,7.1,5.4,6.0
1288,9.1,5.3,6.0,5.0,6.0,7.0,5.0,7.4,6.0,5.0,5.4,6.0,5.0,6.0,5.5,5.9,3.0,6.0,2.0,4.0,5.4,7.0,7.0,5.6,7.0,8.0
1289,5.6,6.7,5.0,9.0,5.0,6.7,5.0,5.0,5.0,8.0,3.7,5.2,5.6,7.6,5.0,5.0,3.5,6.5,4.2,3.5,5.0,5.0,6.1,5.5,6.0,5.0
1290,5.3,5.6,5.0,3.0,6.2,5.4,4.0,0.0,6.6,2.0,8.2,5.5,5.3,6.3,5.0,4.3,2.0,7.2,5.0,5.0,5.0,6.5,3.5,6.1,4.5,5.0
1291,4.9,6.5,2.0,3.0,1.0,2.5,,4.4,3.5,,3.3,,,,,,,,,,,,,,,
1292,3.0,5.5,3.0,1.0,3.0,0.0,,,,,0.5,,,,,,,,,,,,,,,
1293,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1294,5.0,5.4,5.0,3.0,3.0,4.0,,2.2,3.2,0.0,4.0,,,,,,,,,,,,,,,
1297,7.5,7.7,5.4,5.8,5.0,6.0,5.0,4.5,7.2,5.1,5.0,7.0,3.5,3.0,5.0,4.5,5.0,2.0,5.0,5.0,5.1,8.0,5.5,5.0,6.5,6.5
1298,7.0,5.0,5.5,,5.0,,,5.2,5.0,5.0,3.3,,,,,,,,,,,,,,,
1299,6.2,7.5,5.0,7.0,6.0,5.5,6.0,8.3,6.3,5.0,7.5,7.7,4.9,7.0,7.2,7.5,6.5,8.0,7.0,7.0,7.5,5.0,7.0,7.5,8.5,2.0
1301,5.0,5.4,5.1,4.3,3.0,5.0,,5.5,3.0,2.7,0.0,0.8,1.2,,,,,,,,,,,,,
1302,7.2,5.5,,5.0,3.5,5.0,5.0,8.0,5.0,1.7,5.5,6.0,3.0,,8.0,5.0,4.0,,2.2,2.8,5.0,,,,5.0,
1304,7.3,6.6,6.0,3.0,5.0,5.9,8.0,5.8,3.8,6.4,5.8,5.6,6.0,8.5,3.5,7.0,7.0,5.5,5.5,5.0,6.5,5.0,7.7,8.0,6.0,5.0
1305,5.9,5.2,1.7,2.0,3.8,3.1,,,,0.0,2.0,,,,,,,,,,,,,,,
1306,7.0,5.5,5.0,5.0,7.0,6.0,7.8,7.7,7.0,5.0,5.9,6.5,6.5,5.5,7.4,7.0,3.0,8.0,6.0,7.1,5.8,7.5,8.1,5.0,6.5,6.7
1309,4.0,6.0,7.0,2.2,5.0,,,4.1,,1.5,,,,,,,,,,,,,,,,
1310,5.1,8.0,7.1,4.3,6.0,5.0,5.0,8.1,,4.4,6.6,7.7,,9.5,8.8,7.3,5.0,7.0,8.0,7.0,,7.0,,10.0,9.0,
1312,6.5,6.0,7.0,5.2,6.0,,,7.2,8.0,2.7,,,,,,,,,,,,,,,,
1313,5.1,5.0,5.5,5.0,3.0,5.0,7.0,6.0,5.0,5.0,8.0,4.0,2.9,3.5,5.8,5.0,2.0,6.3,6.5,6.0,6.0,5.5,8.0,5.0,4.0,5.0
1314,6.0,7.1,6.0,5.7,7.0,5.0,3.2,3.1,5.0,5.0,5.0,5.7,3.2,5.0,5.3,5.0,2.4,6.0,7.0,7.3,5.0,7.5,8.0,5.0,5.5,3.0
1315,9.5,5.0,8.0,5.0,7.0,0.0,5.0,4.4,3.0,3.7,7.0,2.8,3.8,5.0,,4.0,1.0,5.2,,,,,,,,
1319,6.5,5.0,7.0,5.2,5.0,5.2,6.3,5.0,7.0,6.0,5.0,7.1,6.0,6.7,5.0,5.0,5.0,5.2,6.0,7.8,3.2,6.5,5.0,5.0,6.0,5.0
1322,6.6,7.2,6.7,,6.0,3.0,5.0,7.0,4.5,5.0,6.5,5.0,6.0,5.0,6.7,8.4,6.2,7.0,4.0,4.0,5.0,6.0,5.0,5.1,7.0,7.0
1323,3.0,4.0,1.5,4.3,,,,,,0.3,,,,,,,,,,,,,,,,
1325,7.0,5.4,9.0,8.0,8.6,5.8,,7.8,9.5,5.0,,,,,,,,,,,,,,,,
1327,5.1,,,5.0,,3.0,,4.0,,0.0,,,,,,,,,,,,,,,,
1328,6.1,7.1,6.8,3.5,9.0,5.3,5.5,5.0,,5.2,6.0,6.2,6.5,6.5,1.7,6.0,,7.5,0.0,,,,,,,
1332,6.8,3.9,7.5,7.0,5.0,5.0,9.5,7.0,7.0,9.0,8.0,7.0,9.6,7.0,7.0,6.5,9.3,8.0,9.0,8.0,8.0,9.0,6.5,10.0,10.0,9.0
1333,7.8,7.5,9.0,6.7,3.0,6.0,,6.0,4.0,3.9,,,6.5,7.5,,,,,,,,,,,,
1334,6.5,4.4,6.2,5.7,5.0,5.0,,4.0,7.0,3.3,5.2,,,,,,,,,,,,,,,
1335,5.0,6.0,6.0,5.1,5.0,5.0,5.3,5.0,6.5,8.5,5.0,5.0,7.0,5.0,6.5,2.0,5.0,5.4,1.4,5.0,5.0,5.3,5.7,5.8,3.0,5.0
1337,7.5,,6.1,,,6.0,5.5,,8.0,5.0,,2.5,5.1,6.3,0.0,6.4,5.0,4.0,7.0,8.0,5.0,5.0,5.5,4.0,5.0,7.7
1338,4.0,5.0,6.0,4.3,6.0,5.1,8.0,3.6,7.0,5.1,3.0,5.4,6.3,7.5,2.2,5.0,7.0,5.0,6.0,5.0,6.8,7.1,5.5,2.6,5.0,7.0
1340,2.9,6.3,5.0,5.7,6.0,5.1,6.0,7.0,6.5,7.0,6.0,8.8,6.5,7.5,5.4,6.3,5.0,7.0,6.5,6.5,6.2,7.0,8.0,6.5,6.0,7.5
1341,,,,,,,,,,0.2,,,,,,,,,,,,,,,,
1344,8.0,6.5,9.0,9.5,8.9,7.0,6.0,8.5,7.0,6.6,7.1,8.0,6.0,7.5,7.3,9.0,8.0,7.5,6.5,7.0,5.7,5.7,7.7,7.0,8.0,6.3
1345,6.4,6.4,6.5,4.0,4.0,5.0,7.0,,,1.1,,7.0,4.4,5.5,6.7,5.0,6.5,7.1,3.0,5.5,5.4,5.7,5.5,6.5,6.4,5.0
1349,7.8,7.7,5.2,7.0,5.0,6.2,7.0,6.4,5.0,7.0,4.0,6.0,3.5,6.0,5.0,6.0,8.0,5.0,5.0,8.1,6.6,7.0,6.6,5.0,7.5,6.0
1350,,,5.6,,5.0,,,,,0.0,,,,,,,,,,,,,,,,
1351,6.1,5.0,4.0,5.0,5.0,6.6,7.5,5.6,6.0,5.0,8.0,3.9,4.3,6.5,7.8,9.4,4.3,6.5,5.2,5.8,4.0,6.0,5.0,7.0,,6.0
1352,6.4,5.2,5.3,7.5,5.5,6.1,5.5,6.7,3.0,1.2,3.0,7.0,2.6,3.0,5.1,7.0,8.0,6.7,6.0,5.0,6.5,5.3,6.4,4.0,6.0,1.8
1361,7.0,7.0,9.0,5.6,6.0,7.9,5.8,8.0,8.5,8.2,6.0,6.1,7.1,7.2,6.2,8.0,6.0,7.3,6.3,8.2,6.1,5.7,7.6,6.0,6.6,7.1
1365,6.1,3.7,3.7,5.5,2.0,,,,,0.0,,,,,,,,,,,,,,,,
1367,6.3,4.1,5.2,7.0,3.5,5.0,5.3,6.5,6.0,1.5,5.0,8.0,3.3,3.0,5.0,5.2,0.2,5.3,6.0,5.4,6.2,6.8,6.6,3.5,7.0,6.0
1368,6.5,3.0,7.0,5.1,5.0,5.0,5.0,5.0,5.5,5.0,5.0,5.5,2.4,7.0,5.5,6.2,5.0,5.0,2.5,7.5,5.0,3.1,9.5,7.5,5.0,6.6
1372,0.0,6.6,6.3,6.0,5.0,,5.0,2.8,1.5,2.9,3.7,,,,,,,,,,,,,,,
1373,7.6,6.1,5.0,5.5,4.5,5.0,6.0,5.2,6.0,0.0,,7.6,5.2,6.7,8.0,0.0,,9.0,7.0,8.5,,9.8,5.2,5.0,6.5,6.3
1375,6.5,6.0,6.0,9.0,6.0,5.2,5.0,6.3,6.0,5.0,,5.0,2.8,6.5,9.0,6.1,4.0,5.0,0.2,5.0,5.5,5.0,6.0,5.0,5.0,5.5
1376,7.1,7.3,3.3,5.5,5.0,5.7,9.0,2.4,7.0,1.7,6.0,6.6,5.0,7.5,6.3,9.1,5.7,9.0,8.8,8.5,6.9,7.2,8.1,7.5,7.0,6.0
1379,7.0,5.9,6.3,6.0,3.0,2.0,5.0,5.0,4.0,1.2,3.5,8.0,4.3,5.8,5.0,5.2,4.0,5.0,3.0,5.3,5.0,5.0,5.8,5.0,8.1,6.5
1382,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,5.5,5.0,9.3,5.2,7.0,7.0,,1.4,5.0,,5.5,,6.9,6.7,3.0,,
1384,5.4,6.5,5.8,7.0,7.0,3.3,7.0,5.0,6.0,0.3,5.2,2.9,3.0,6.5,1.5,6.5,5.0,6.2,5.0,5.0,7.2,5.0,6.2,6.0,7.2,6.0
1385,8.2,5.2,5.0,6.0,5.0,5.7,7.0,5.0,3.0,5.5,5.0,5.4,4.0,5.0,5.6,9.1,3.7,2.2,3.0,6.3,7.5,6.4,5.5,2.0,7.5,5.5
1395,7.0,5.3,5.8,6.0,6.4,5.0,6.1,7.0,6.5,5.6,6.4,8.0,6.5,9.0,9.1,9.0,8.0,7.6,7.2,7.1,8.1,7.2,8.8,7.5,9.5,7.5
1396,8.0,7.6,7.1,6.1,6.0,8.0,6.0,6.0,8.4,5.7,7.0,7.0,5.5,6.7,5.9,6.5,8.0,8.3,7.5,7.6,8.2,10.0,6.2,8.5,9.0,9.3
1402,7.0,6.0,7.1,6.2,6.0,7.0,7.5,8.5,9.0,5.4,7.0,7.0,5.3,7.0,6.0,8.5,5.0,8.3,5.7,8.0,6.9,6.5,9.0,6.0,5.5,6.8
1403,5.5,8.0,8.0,6.2,7.0,5.1,0.0,7.0,7.5,6.0,6.5,5.2,1.0,5.4,0.0,5.0,4.0,4.0,6.3,5.2,5.5,8.0,6.8,6.0,5.5,7.0
1405,7.5,8.3,9.3,7.0,9.0,6.0,6.1,6.8,7.6,,7.5,9.0,8.3,9.0,6.5,9.0,6.0,9.0,8.0,6.5,8.2,8.0,6.0,8.0,9.5,7.5
1407,6.2,5.5,3.1,6.0,5.0,2.0,5.0,7.0,3.5,1.5,7.0,6.0,0.0,6.0,5.5,7.0,2.5,5.5,1.0,3.3,6.5,5.5,3.0,5.5,7.0,6.0
1408,6.5,6.5,5.5,7.0,4.0,6.0,5.6,5.0,6.3,3.8,5.1,6.0,0.0,7.5,3.2,3.0,5.0,6.0,,5.8,5.6,6.1,5.3,2.0,4.2,5.0
1410,1.1,5.0,3.9,,4.0,5.3,,3.3,4.0,5.2,2.0,5.1,,,4.5,,3.4,,,,,,,,,
1413,6.0,6.0,6.4,7.5,6.0,5.0,6.0,6.5,3.5,2.6,,6.4,0.0,7.0,5.0,7.4,5.0,5.5,2.6,5.1,5.0,7.2,3.4,2.0,6.5,5.5
1414,8.0,5.3,6.1,6.5,6.0,5.0,6.0,7.0,7.0,5.1,6.1,8.0,5.0,7.0,7.0,7.1,5.0,5.7,3.0,6.1,5.1,6.0,5.8,6.0,6.6,7.1
1418,6.5,5.0,7.0,5.0,1.0,5.0,5.7,6.0,3.5,5.0,5.0,1.6,,2.5,0.0,3.2,0.3,5.0,,,,,,,,
1419,5.8,7.3,7.0,5.6,5.0,8.0,5.0,5.0,9.0,5.1,7.0,5.1,5.3,7.5,5.5,5.0,5.0,5.3,3.0,5.0,5.0,5.6,6.9,6.0,6.0,5.8
1424,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
1425,6.9,7.0,5.9,5.4,7.0,8.1,7.0,7.1,7.0,3.5,6.0,5.5,5.3,7.5,4.0,5.0,7.0,6.5,5.0,2.0,2.3,4.0,6.7,7.0,5.9,6.6
1426,8.0,7.0,5.2,5.0,5.0,7.0,3.0,5.5,7.9,5.1,5.3,5.0,5.2,7.5,2.0,7.1,2.2,7.5,2.5,5.7,4.5,5.0,5.0,2.0,7.6,6.5
1428,9.0,6.3,6.1,9.5,6.0,7.0,8.0,8.3,8.5,5.4,6.1,8.0,7.8,7.0,9.0,7.7,7.0,7.6,7.5,7.0,5.2,6.3,6.4,7.5,6.6,6.9
1430,5.9,5.0,5.4,6.0,5.0,5.0,5.6,5.0,5.0,1.3,4.0,8.0,5.0,5.0,7.3,6.0,5.0,7.0,6.0,6.7,7.5,7.6,6.0,5.5,6.6,7.3
1434,7.0,7.0,7.0,6.5,6.6,7.0,5.0,6.0,7.5,5.5,6.0,7.0,6.3,6.5,7.5,7.3,5.5,5.6,6.5,5.5,6.0,7.7,7.0,5.3,6.6,10.0
1435,5.2,2.5,8.0,2.6,6.0,5.5,6.0,5.3,,1.8,6.0,6.2,2.9,5.5,5.1,5.0,5.0,5.5,6.4,7.5,6.0,6.0,6.5,6.5,7.0,7.0
1436,6.0,7.3,6.0,6.0,6.0,6.0,5.3,7.2,6.0,7.2,5.0,4.0,1.3,7.0,6.1,5.2,5.5,6.0,5.6,,5.0,9.0,7.2,,,
1437,7.0,5.0,9.0,6.1,5.0,5.2,1.0,7.1,5.5,7.2,6.0,5.0,2.1,6.0,6.0,5.0,6.0,4.0,8.0,6.3,5.5,7.0,6.0,5.4,2.7,6.2
1441,,4.3,1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,
1442,5.5,6.1,5.1,5.2,5.0,7.0,6.0,5.0,7.4,5.0,5.1,6.1,5.3,6.4,5.6,6.5,7.0,7.4,6.7,7.0,5.0,5.8,4.0,1.5,6.0,6.0
1443,3.3,2.3,2.6,2.7,3.5,6.5,,2.0,3.0,0.8,3.3,,,,,,,,,,,,,,,
1445,6.7,5.5,5.0,7.0,5.5,5.0,5.0,5.4,5.0,1.3,5.0,6.0,2.0,2.5,5.1,4.0,1.2,6.1,5.0,6.0,2.0,2.0,5.7,6.0,6.0,5.4
1446,7.0,8.0,6.8,5.2,5.0,8.0,5.0,3.7,7.5,4.3,5.0,5.0,3.4,7.0,6.5,3.0,5.0,5.5,2.0,5.0,5.0,6.0,6.4,3.0,7.0,5.8
1448,6.5,6.0,,7.5,,7.0,7.0,9.0,7.0,5.0,5.3,8.0,5.9,8.5,7.5,6.0,3.5,,1.9,5.0,3.5,5.3,6.0,2.8,5.0,2.3
1453,6.7,8.5,7.2,7.0,5.0,7.5,5.0,5.2,5.0,0.0,6.0,2.0,3.5,3.8,5.0,5.0,5.5,6.0,5.0,3.5,6.0,5.0,7.4,5.0,2.7,8.0
1454,3.0,7.4,2.0,3.5,0.0,,3.0,1.4,7.0,5.0,5.0,5.0,5.0,5.6,7.5,5.0,5.0,5.0,5.0,5.8,6.5,7.0,6.0,5.0,4.0,7.5
1455,6.9,5.0,3.4,0.5,2.8,4.0,,,,0.0,,,,,,,,,,,,,,,,
1456,1.0,6.1,5.5,5.0,4.0,3.0,5.0,3.5,3.5,5.0,4.2,7.0,2.0,2.5,,,0.0,2.3,,,,0.0,,,,
1459,7.1,6.2,7.5,7.0,6.0,8.0,6.5,5.3,5.0,6.5,5.0,7.0,6.1,8.2,6.5,7.6,7.5,6.2,7.3,7.3,7.1,8.0,5.7,7.2,7.2,6.0
1462,6.6,5.5,5.0,5.5,4.3,5.0,5.0,5.0,5.0,1.5,5.0,6.0,4.0,3.0,5.0,5.0,0.2,5.5,0.3,5.0,5.0,5.4,6.0,7.5,6.1,7.5
1465,4.6,4.0,4.0,4.3,,,,,,,,,,,,,,,,,,,,,,
1468,,5.6,8.5,3.6,,,,,2.5,,,,,,,,,,,,,,,,,
1471,5.8,3.5,6.5,5.5,1.0,5.0,6.0,5.5,4.0,2.0,,,,5.0,,,,,,,,,,,,
1474,5.7,7.0,9.0,7.0,5.0,6.1,5.5,8.5,5.4,5.0,6.4,6.8,3.1,8.0,7.0,7.0,7.0,6.5,7.0,6.0,6.5,8.0,6.0,0.0,6.1,2.1
1475,1.0,7.0,5.9,2.2,5.0,7.0,2.5,5.0,7.0,1.0,5.4,6.4,5.0,5.0,7.7,5.0,3.8,4.0,4.0,2.0,,9.2,5.0,7.0,4.3,7.0
1477,6.3,5.5,6.3,6.3,6.3,6.3,6.0,7.5,6.3,5.3,5.0,8.0,6.1,6.5,5.0,7.1,1.0,5.5,,,,5.0,6.8,,,4.4
1479,6.5,7.0,7.0,6.0,5.0,,6.1,7.8,7.0,8.0,4.0,5.0,2.3,6.7,4.2,6.5,,5.4,1.5,0.0,,0.0,6.0,2.5,8.0,
1480,7.0,6.8,7.5,5.0,4.0,5.0,5.8,2.8,7.2,3.5,7.0,1.8,2.5,7.5,7.0,5.0,4.0,7.2,8.0,9.0,7.2,5.0,6.0,7.2,7.7,8.7
1481,6.0,7.7,5.8,6.0,6.0,6.5,7.4,1.7,8.2,1.6,7.0,9.0,6.5,7.5,6.0,6.8,6.4,6.8,7.0,0.0,6.5,6.1,9.9,7.0,7.5,9.0
1483,5.0,5.0,8.0,8.0,6.0,3.5,7.0,5.9,6.0,2.7,6.0,5.9,0.0,6.0,5.0,8.5,6.0,7.5,2.0,7.0,6.0,5.0,5.7,7.0,6.5,7.2
1485,3.7,,6.4,,,,,,,,0.5,,,,,,,,,,,,,,,
1486,6.2,7.6,5.7,5.5,5.0,7.0,7.0,3.3,7.0,5.1,6.0,8.0,6.9,6.0,8.3,5.5,7.5,7.2,6.0,7.6,6.2,6.1,8.0,7.0,6.4,6.0
1487,6.6,5.2,7.0,6.5,3.0,3.2,5.0,9.0,5.0,1.2,5.0,8.0,6.5,2.5,5.0,5.2,0.0,1.5,6.0,6.4,5.3,5.9,7.5,6.5,6.5,6.1
1488,5.9,7.5,5.0,6.5,,7.0,5.0,5.0,5.8,6.6,5.0,6.6,7.0,5.0,5.0,6.0,,3.7,5.0,5.5,,7.5,3.0,5.2,8.1,6.0
1490,6.0,5.0,5.0,5.5,2.0,5.0,5.0,5.0,5.0,5.5,6.0,6.5,2.2,1.8,2.8,6.0,0.0,5.7,5.0,,3.5,4.4,2.0,4.0,5.5,1.0
1491,5.0,5.0,5.0,3.0,5.0,5.0,6.3,5.3,2.0,6.9,3.5,8.0,5.0,7.0,5.0,6.8,5.0,5.0,4.5,6.0,5.3,5.0,5.0,1.0,7.1,5.0
1492,7.2,6.6,7.0,9.5,8.2,7.0,6.5,9.5,8.5,5.0,6.4,7.0,6.5,9.0,8.0,9.0,,7.0,6.5,7.8,5.8,8.0,6.6,7.0,6.6,8.2
1493,7.2,,5.0,8.0,8.2,7.0,6.5,9.0,7.0,5.5,7.0,8.0,6.1,6.0,7.5,5.7,7.0,7.5,6.0,7.1,6.8,6.6,6.5,6.0,9.0,6.0
1494,6.8,7.0,6.3,8.5,4.5,5.0,7.0,6.5,5.0,1.3,5.0,8.0,3.2,,7.0,5.0,5.4,7.1,1.7,7.0,5.6,7.7,6.1,5.0,6.6,6.9
1495,5.5,5.6,5.9,5.0,,7.0,6.5,6.5,5.0,5.0,8.0,6.7,,8.0,8.4,6.5,7.2,5.0,6.0,6.6,4.2,7.0,8.1,5.0,6.0,3.8
1496,6.8,5.0,8.0,6.3,9.6,5.0,5.0,4.1,6.0,5.0,4.0,5.6,1.5,5.0,,2.0,,5.0,0.0,1.0,3.4,6.0,5.0,5.5,6.4,4.5
1497,5.7,5.0,7.0,6.0,5.0,5.3,5.0,5.4,5.0,0.0,3.0,2.3,2.9,5.0,5.0,5.2,2.3,5.5,6.5,6.1,2.5,4.7,5.5,5.0,5.0,5.7
1498,3.5,,2.2,4.3,3.0,,,,,,,,,,,,,,,,,,,,,
1499,8.0,9.0,9.0,,7.1,6.0,6.5,7.0,,8.4,6.5,7.5,7.0,7.4,8.5,7.1,,7.0,,6.8,7.0,,8.7,,,8.0
1500,4.9,4.2,5.0,3.0,5.0,3.0,5.0,5.9,5.0,3.6,2.5,5.6,3.0,6.5,5.9,5.5,6.0,6.0,7.1,6.5,6.5,8.0,7.0,6.5,3.0,8.5
1502,5.4,6.6,5.0,5.7,6.0,8.0,6.3,4.2,7.0,3.4,7.0,5.1,3.6,7.0,5.3,5.7,5.0,7.0,5.0,5.0,5.9,5.0,5.0,6.0,6.5,8.1
1503,5.9,7.0,5.0,,5.0,3.5,4.3,5.2,5.8,0.7,7.7,5.4,2.5,4.8,5.0,5.0,5.0,6.5,7.0,3.0,6.8,8.9,2.2,5.0,3.7,
1508,7.2,5.2,5.0,7.5,7.0,5.0,,5.2,5.0,1.2,,7.0,2.6,5.0,5.5,5.0,6.0,5.3,5.5,5.0,5.0,2.5,6.3,6.0,7.0,
1509,7.0,5.0,7.0,5.7,6.0,5.0,1.0,5.7,5.0,6.5,6.0,4.2,,4.2,,0.0,,,,,,,,,,
1512,5.9,7.2,6.3,6.0,5.0,9.0,6.7,7.0,7.5,6.8,6.5,8.0,6.0,7.0,7.0,9.0,7.0,6.6,5.5,5.7,6.0,9.0,7.0,6.0,9.5,8.0
1513,2.5,4.6,1.5,2.7,,,,,,0.2,,,,,,,,,,,,,,,,
1514,6.4,7.0,6.3,7.5,3.8,3.0,0.0,5.5,5.0,0.9,,5.8,2.5,8.0,7.0,7.3,7.0,7.0,0.0,6.2,6.7,7.0,5.0,,5.0,7.8
1516,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
1517,5.0,3.5,8.0,3.8,4.0,5.0,9.0,7.0,3.5,5.5,4.0,5.1,5.2,6.0,,7.0,4.0,6.0,5.0,5.0,5.0,6.3,5.4,8.0,9.0,7.0
1519,,6.2,5.5,4.6,5.0,3.9,2.0,4.5,1.5,8.0,5.5,2.5,,5.5,5.4,6.0,2.3,3.3,5.2,5.0,7.0,5.0,3.7,6.5,5.0,5.0
1521,8.4,5.0,8.0,5.4,7.0,7.2,6.0,7.1,6.5,6.3,8.0,2.5,5.5,6.5,3.6,5.5,3.0,6.0,2.0,5.3,5.6,3.5,6.0,1.0,6.0,
1522,6.4,8.3,6.5,7.0,5.8,5.3,7.5,8.3,6.0,4.9,6.3,5.5,7.2,7.0,4.3,1.2,5.0,3.0,2.2,5.9,7.0,7.5,5.0,0.7,9.0,6.0
1527,5.5,5.0,7.5,3.4,2.3,6.0,,0.3,6.2,0.9,2.0,6.4,2.7,,,,7.0,,,,6.0,6.0,7.7,,1.0,
1531,5.9,5.0,7.0,3.3,2.0,3.0,,5.2,2.8,5.0,4.0,5.2,,6.3,0.2,,,,,,,,,,,
1533,6.3,5.6,5.5,5.0,1.0,3.0,,5.0,3.5,1.5,2.9,2.5,,,,,,,,,,,,,,
1537,6.5,5.0,3.3,7.0,5.0,5.0,5.7,5.2,5.5,5.5,5.0,5.1,4.9,5.0,5.0,5.0,1.5,3.5,3.0,7.6,6.5,6.5,5.0,3.0,8.0,6.7
1538,6.0,6.6,5.4,5.0,7.0,7.2,6.1,4.0,8.0,2.5,5.5,5.6,3.3,6.5,5.0,5.0,,5.0,3.0,6.1,5.0,5.5,5.5,4.0,6.0,5.6
1539,1.0,5.1,6.0,1.5,4.0,,,,,,,,,,,,,,,,,,,,,
1542,8.0,8.4,6.4,6.3,7.0,8.0,8.2,9.0,8.7,8.9,9.0,8.0,8.6,9.0,8.5,9.0,9.0,8.0,8.0,7.1,8.1,7.7,7.7,7.5,9.3,8.0
1543,7.6,5.8,5.0,6.0,8.0,5.0,6.5,5.2,5.5,1.2,,5.7,5.4,6.7,5.0,2.7,6.5,7.3,8.0,5.3,7.2,7.3,7.0,5.0,9.3,7.0
1544,5.8,,5.0,8.0,5.0,5.0,5.4,8.0,5.0,1.4,5.0,8.0,5.7,5.0,,,,8.0,,,,,,,,
