id_alumne,TTC,CP,FDD,DRO,PIC,EC,SDL,FDPTD,HD,DCP,OTE,PD,DOC,DIC,DFT,FDA,DPC,IDCE,DR,PST,CAA,DEM,DTS,DPP,DS,BPU
3,6.7,5.6,5.9,5.7,7.0,,2.5,6.1,5.5,5.1,5.0,,,,,,,5.5,,,,,,,,
32,7.7,3.5,5.0,6.0,3.5,5.2,3.6,5.6,5.0,5.0,3.9,5.0,6.0,5.5,7.0,6.5,5.0,7.4,,,5.4,,,,,
34,,7.0,10.0,9.0,7.0,8.0,7.5,9.3,6.5,9.0,9.0,9.3,5.4,7.5,6.0,9.5,8.0,9.0,,8.0,,4.5,6.0,,7.0,8.5
35,,1.1,8.0,6.0,8.0,8.0,8.0,5.9,9.0,7.0,5.0,7.9,6.0,8.5,7.0,7.0,7.0,6.5,2.0,8.2,8.5,7.3,8.0,6.0,7.3,7.4
45,8.3,8.3,9.0,5.2,6.8,7.0,7.0,7.7,6.5,5.4,6.0,,2.0,,,,,,,,,,,,,
48,8.0,9.0,8.0,5.6,6.0,5.3,7.0,5.5,7.2,5.3,7.0,6.5,6.0,6.0,7.7,7.0,6.5,5.5,6.5,5.6,6.0,5.4,8.0,6.0,6.5,6.1
51,6.0,9.0,7.0,10.0,5.0,6.0,10.0,8.5,8.0,6.0,7.2,8.0,6.0,7.0,9.0,8.0,7.0,5.0,5.6,7.0,7.5,7.0,7.8,5.0,7.0,6.0
52,,5.0,5.3,6.0,2.5,9.0,5.6,7.0,5.5,5.4,5.5,7.0,5.4,5.0,5.5,7.2,5.5,6.3,5.5,7.3,6.0,6.0,6.0,6.0,6.0,7.6
53,,9.7,8.0,9.0,10.0,9.0,8.3,8.0,9.0,,10.0,,8.0,6.7,,,,,,,,,9.0,,,
56,,9.2,7.0,,5.5,,,,,,0.2,,,,,,,,,,,,,,,
57,,2.5,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,
59,7.9,9.3,8.5,6.4,9.0,7.6,,9.0,,5.6,9.0,9.0,,,2.8,7.0,5.0,8.1,8.5,9.0,8.0,7.0,5.0,5.0,8.0,8.0
65,7.3,6.7,5.5,6.0,3.0,5.0,5.0,5.0,7.0,5.0,,,,,,,,,,,,,,,,
67,7.0,7.0,7.5,6.1,7.1,8.0,7.0,8.5,6.0,7.0,5.7,7.0,6.0,8.4,8.3,7.0,7.0,8.5,6.9,5.4,7.5,6.0,5.9,8.0,7.0,7.9
69,6.0,9.1,7.1,8.0,8.0,6.0,8.5,9.0,9.0,7.3,8.0,8.1,7.0,9.0,7.0,7.5,9.0,8.3,9.0,7.5,9.0,7.0,8.0,,8.0,7.2
71,,9.0,8.3,9.6,8.5,6.0,10.0,9.5,,8.4,8.0,9.6,9.8,10.0,10.0,10.0,10.0,6.0,10.0,8.0,10.0,6.0,8.5,9.5,10.0,8.3
75,8.0,6.0,8.0,3.6,6.0,6.0,5.0,4.2,4.5,,3.2,2.5,4.5,6.0,8.0,6.0,3.5,6.0,,,6.0,,,,,
76,,7.0,,3.5,5.0,6.0,5.0,3.1,2.5,6.0,4.2,5.0,5.0,7.0,6.0,5.1,6.5,5.0,0.3,5.0,4.4,5.5,6.0,,5.5,3.2
92,,,7.0,8.0,,8.0,,7.8,7.0,,,,,,,,,,,,,,,,,
94,9.0,6.0,7.5,8.0,9.0,9.0,5.0,5.6,5.6,6.5,7.4,5.0,5.0,7.5,8.0,3.7,6.0,6.0,5.0,9.0,6.7,7.0,7.0,6.5,8.1,6.7
96,,8.5,10.0,9.0,9.0,8.0,8.5,9.5,9.0,9.9,8.3,7.6,9.0,8.5,9.4,10.0,7.5,6.0,9.9,7.0,8.0,8.0,9.0,5.0,8.1,8.0
100,6.8,7.4,5.0,5.5,6.7,7.0,6.5,7.5,5.0,5.0,7.0,9.0,5.1,7.0,7.0,5.7,6.0,7.5,7.0,7.0,8.0,9.8,9.0,5.0,7.6,5.0
101,8.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
107,,6.9,5.0,5.7,5.5,5.3,5.0,5.0,7.6,6.0,5.5,,,8.1,7.1,7.1,,8.3,5.2,,6.0,,,,,5.2
109,9.0,9.0,7.0,7.0,6.0,6.0,8.5,5.5,5.0,8.0,8.2,8.3,5.9,8.0,7.3,6.8,7.0,8.0,6.0,6.0,6.8,6.2,5.1,7.0,7.0,5.0
111,,,9.0,7.0,8.7,6.0,6.5,8.2,9.0,9.9,7.0,8.1,9.2,8.5,8.0,9.0,8.5,9.0,9.5,8.5,8.0,7.0,8.5,9.0,9.0,8.0
112,,3.0,2.2,,,,,,,,,,,,,,,,,,,,,,,
115,6.9,5.9,9.5,9.0,7.7,8.2,5.8,9.7,7.0,,6.0,5.0,,4.0,9.0,8.4,,,,,,,,,,
118,7.0,,7.0,6.0,,6.0,,,6.5,,,,,,,,,,,,,,,,,
119,6.9,,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,
120,7.6,6.0,9.1,,9.0,8.0,7.5,7.5,8.0,8.1,,6.6,6.0,,,,,7.7,5.0,9.1,5.0,7.0,,,9.5,0.0
125,9.0,9.0,7.4,5.8,7.0,6.0,8.5,6.0,8.6,6.5,5.5,9.0,5.0,6.5,1.2,5.5,2.5,8.2,5.0,7.3,6.5,7.0,5.0,6.5,6.0,5.0
128,,7.3,7.0,7.5,,6.7,,7.0,5.0,,,,,,,,,,,,,,,,,
130,6.1,6.3,5.0,5.0,8.7,6.0,5.0,9.0,5.0,,7.0,7.1,7.3,7.0,7.5,5.5,5.0,8.0,,6.0,5.0,6.0,6.2,5.0,6.5,5.2
134,8.0,6.0,6.0,7.0,8.0,8.0,5.6,5.1,5.5,1.6,4.2,5.1,6.1,6.0,6.0,6.8,6.2,5.0,2.0,8.2,6.8,10.0,6.6,6.0,6.5,9.0
139,,9.0,,6.0,9.0,6.0,8.0,8.5,6.0,10.0,9.0,9.1,7.3,7.5,8.0,7.3,7.5,9.0,6.5,9.0,7.5,9.0,6.0,7.0,7.0,6.7
150,5.0,6.0,6.0,5.4,7.0,5.0,6.1,7.3,5.0,7.0,6.6,7.1,5.1,7.5,6.0,9.1,6.6,6.1,6.4,6.0,6.5,5.0,4.3,7.0,6.6,5.8
152,7.7,0.0,8.0,,8.0,,5.2,7.0,5.0,,7.0,,,,,,,,,,,,,,,
153,7.0,7.5,5.0,6.0,6.0,6.0,8.7,8.5,5.5,5.0,8.5,7.0,7.2,9.5,6.0,7.5,9.0,7.0,7.3,8.5,8.0,7.0,7.5,7.6,7.0,6.7
155,6.0,5.0,5.6,5.0,7.0,6.9,6.3,6.0,5.0,6.0,6.5,8.0,1.6,7.0,6.0,5.6,4.2,8.0,1.9,6.3,0.0,7.0,8.0,6.5,9.5,6.7
156,9.7,9.5,9.5,10.0,9.5,9.2,9.5,8.8,9.0,9.2,9.5,9.8,9.0,9.0,10.0,9.2,10.0,9.5,9.0,9.5,9.0,10.0,9.0,9.2,10.0,9.0
161,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,,6.6,,6.0,,,4.0,,,2.0,,2.0,,,,,,,,,,,,,
165,5.5,7.5,6.1,6.5,5.5,6.3,5.5,6.1,5.0,5.0,5.0,7.4,7.0,6.0,7.4,1.7,6.0,7.5,5.0,7.3,6.3,5.5,7.2,6.1,7.5,6.0
167,,7.7,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,
168,9.0,8.2,8.5,10.0,7.7,5.0,9.0,9.0,5.5,5.7,7.7,6.0,9.0,5.5,4.0,7.0,1.2,7.3,8.2,9.6,8.0,9.0,5.7,6.7,7.0,8.3
171,6.7,5.5,7.0,8.1,5.0,6.0,3.0,5.0,5.0,5.2,5.0,5.0,5.0,5.0,0.0,,2.0,,,7.7,1.7,3.6,,,,
172,5.4,5.9,5.0,5.0,5.8,5.0,5.0,3.6,7.0,6.0,3.9,7.4,2.9,6.0,6.0,5.8,3.0,2.5,,,,,,,,
175,6.0,5.0,5.1,8.0,6.0,6.0,5.0,7.7,1.0,0.5,5.0,6.8,7.0,7.0,6.7,2.0,4.0,4.0,1.0,5.5,6.5,6.7,6.0,4.2,6.7,5.2
177,6.0,7.7,4.0,6.2,9.0,5.8,7.0,5.6,5.3,5.5,6.0,6.0,6.7,5.5,9.0,7.4,5.0,6.5,5.7,4.0,8.0,5.5,7.8,0.0,7.7,6.3
179,4.9,5.1,3.0,7.0,6.0,7.0,5.0,5.9,5.0,3.4,3.3,7.8,7.0,8.0,5.7,1.0,4.0,6.4,0.0,6.0,6.0,6.0,8.0,3.5,6.0,7.0
180,6.5,7.0,6.5,6.0,7.5,8.0,5.0,8.2,8.0,6.0,6.5,5.7,6.2,7.0,7.0,6.5,7.0,7.8,7.0,5.0,4.0,6.5,7.0,4.0,5.0,6.2
182,,9.7,10.0,9.9,,9.5,10.0,,8.7,9.0,9.2,10.0,9.3,9.5,9.5,10.0,9.7,9.3,9.1,10.0,9.0,9.0,9.2,,9.5,9.4
183,4.8,8.5,2.7,1.0,,5.0,5.5,,7.5,5.0,2.4,,3.5,4.9,3.0,5.0,5.0,5.4,,,5.0,,,,,
184,8.0,5.0,5.6,5.6,7.0,5.6,6.5,6.0,10.0,5.7,6.9,8.5,5.5,8.5,7.5,6.0,9.0,8.4,8.0,6.3,5.7,8.0,7.1,10.0,6.0,7.0
186,6.6,5.0,3.5,5.0,5.0,5.0,5.0,4.0,7.5,4.0,5.1,5.8,1.4,6.0,,,,,,,,,,,,
188,6.3,5.0,5.4,,5.5,5.4,7.5,5.0,5.0,5.8,5.2,6.0,8.0,6.0,6.0,5.0,6.0,6.5,5.0,5.8,7.5,7.0,7.5,,7.1,5.0
190,10.0,9.2,10.0,7.1,9.7,6.4,5.0,9.0,8.0,5.7,7.0,8.3,5.8,7.0,9.0,6.9,5.5,7.5,7.0,8.5,8.0,5.0,7.0,8.5,8.0,7.3
191,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
198,6.7,9.0,6.1,6.0,6.0,6.0,5.5,5.5,,2.0,7.5,5.3,9.0,8.0,8.0,9.0,7.5,8.5,6.0,6.4,7.0,8.2,6.0,6.0,5.0,6.5
202,7.0,5.0,6.0,5.1,,5.3,5.0,5.0,6.0,3.5,2.0,2.0,,3.3,,,,1.8,,,,,,,,
213,,,,,6.3,,,,,,,,,,,,,,,,,,,,,
216,7.8,,5.0,5.0,,,,6.5,,5.0,,,4.8,,,,,,0.0,,,,,,,
218,8.0,2.0,5.0,5.6,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,4.5,6.9,1.0,5.0,0.0,4.3,,5.0,5.5,6.7,,7.0,6.7,4.0
219,6.9,6.8,6.3,,5.0,6.0,5.0,7.0,6.0,6.2,,6.1,8.2,7.0,7.0,7.0,5.0,6.3,6.7,6.0,6.7,6.5,6.8,7.2,9.5,9.0
220,,5.6,6.0,,3.6,6.6,5.0,,4.0,0.0,6.0,,1.6,5.2,7.0,5.5,6.0,6.0,5.0,8.1,4.6,3.0,3.5,5.8,5.7,5.0
224,4.9,7.0,,,6.0,,,4.4,,0.0,,,,,,,,,,,,,,,,
226,7.8,8.6,6.0,6.1,8.2,7.0,8.0,7.1,6.0,8.0,5.3,7.2,5.0,9.0,6.7,6.7,4.5,7.5,6.8,5.1,5.3,9.0,6.7,7.2,5.0,5.8
229,7.7,,6.8,,,,,,,,,,,,,,,,,,,,,,,
237,5.8,3.7,3.9,,6.0,,,,,0.4,,,,,,,,,,,,,,,,
240,5.4,5.4,2.2,5.0,2.0,7.0,5.0,6.0,3.5,3.0,5.0,5.0,5.0,5.0,5.6,5.2,6.8,6.5,2.0,6.0,5.4,5.0,5.0,3.6,5.4,1.5
251,7.5,7.6,7.0,5.6,5.7,3.5,8.0,9.7,5.0,6.3,7.2,9.0,8.2,8.5,9.0,7.0,8.0,8.2,9.0,8.5,8.4,8.2,6.9,9.0,9.0,7.1
258,7.2,7.0,8.0,6.0,5.5,5.2,7.0,6.0,5.0,3.3,5.0,5.0,9.0,7.0,5.0,7.9,5.0,6.5,5.1,7.0,7.0,7.0,5.0,6.0,7.3,7.5
263,,5.0,5.7,5.7,7.0,6.1,7.5,,9.5,6.4,6.9,,6.0,8.0,7.5,7.0,8.0,8.8,9.0,6.6,5.6,5.3,7.5,9.0,5.0,7.0
276,6.0,6.0,3.0,3.9,8.0,,8.0,2.4,4.0,3.6,5.0,2.0,7.0,,4.0,7.5,,9.0,1.2,4.9,6.6,2.5,,3.0,,1.5
277,,3.0,6.0,5.1,6.2,3.3,2.2,,5.0,3.5,6.2,,1.7,,,,,,,,,,,,,
280,5.6,6.0,5.0,5.0,7.0,6.0,5.0,8.1,8.0,5.0,6.5,5.9,5.3,5.8,5.6,6.2,1.0,5.0,3.3,5.3,7.5,6.0,6.0,6.5,3.0,2.0
281,,7.3,7.0,6.0,7.7,5.0,5.0,6.3,7.0,6.8,7.7,7.0,5.2,6.0,8.5,6.0,5.0,7.5,0.5,4.5,7.0,8.3,7.9,6.0,7.0,7.0
287,6.1,7.5,8.0,5.2,9.5,6.0,9.0,8.4,5.5,9.0,8.0,0.0,9.0,7.0,8.0,7.1,3.6,10.0,9.0,8.0,9.3,8.5,6.5,9.0,8.2,8.3
288,7.5,7.7,5.0,6.3,3.0,5.4,5.0,6.0,5.0,2.7,2.8,,0.5,,,2.0,4.0,,,,,,,,,
290,5.9,7.0,8.0,5.9,5.6,8.2,5.6,,,5.9,5.6,,,6.4,,0.0,,,5.5,,5.5,,,,,
292,5.2,0.7,6.5,6.7,7.1,5.8,6.0,5.8,6.1,5.8,6.7,6.0,5.5,5.8,5.9,7.0,2.0,5.7,5.7,,5.5,6.0,4.0,,5.3,5.0
295,7.0,6.2,5.3,5.3,5.0,5.2,7.6,7.0,5.0,5.0,3.5,,,5.0,,,4.0,,,,,,,,,
296,9.0,6.8,6.3,8.0,7.5,7.0,7.5,7.2,6.6,5.0,9.0,4.0,4.2,8.0,5.5,7.8,7.5,7.7,5.3,,,,,6.0,,
298,7.0,7.9,7.0,6.0,,7.0,,,8.6,,,,,,,,,,,,,,,,,
299,5.0,6.7,7.0,,8.0,6.9,8.0,5.9,5.0,5.0,,5.0,6.0,8.6,7.1,6.8,5.2,8.0,4.0,7.0,6.8,,6.1,6.0,6.5,6.0
305,8.0,7.0,5.0,5.2,7.5,3.4,5.5,8.0,5.0,5.5,5.0,6.8,5.7,7.0,7.0,4.0,6.2,5.7,8.0,7.5,5.1,3.5,5.5,7.0,7.1,6.0
306,7.5,5.0,5.0,6.0,9.5,7.6,8.5,6.5,7.4,7.4,6.0,5.3,6.3,7.0,5.5,5.9,6.0,5.0,7.0,6.0,8.5,7.0,7.2,7.1,8.5,6.8
312,9.0,,9.2,6.5,6.0,6.0,7.0,7.0,5.5,7.0,,6.2,4.0,8.0,,,,6.0,,6.0,,6.0,,,,
313,8.0,7.0,7.5,6.2,7.0,9.0,7.0,7.0,5.0,8.0,10.0,10.0,6.0,9.0,7.3,10.0,9.0,9.5,10.0,9.0,9.0,10.0,7.2,9.5,10.0,8.7
318,,9.0,5.0,8.5,8.0,6.0,7.2,7.2,8.6,8.1,9.0,8.4,7.0,7.6,9.5,7.0,6.7,7.0,,,,,,,,
326,7.5,9.0,9.0,7.7,,7.1,7.0,6.0,9.0,5.7,6.5,7.0,8.0,6.5,5.0,8.1,5.0,5.5,6.3,8.0,7.7,6.2,5.5,5.0,8.4,9.0
329,6.9,5.0,6.9,6.9,6.9,6.9,5.0,6.4,6.9,2.9,0.0,6.6,,,6.5,,6.0,6.0,,,,6.0,6.8,,,
331,,,8.0,,7.0,,,,,,,,,,,,,,,,,,,,,
335,7.0,3.7,5.0,5.0,4.0,5.0,,6.7,4.7,3.8,4.2,,,,,,,,,,,,,,,
338,7.1,,7.7,3.0,5.0,8.0,3.0,2.2,,5.0,,,,,6.0,,,,,,,,8.0,,,
339,,,5.3,1.1,5.0,,,,0.2,3.1,,,,,,,,,,,,,,,,
342,,7.7,6.0,4.1,6.5,8.0,6.0,3.7,5.0,5.8,5.3,7.3,6.5,6.0,6.0,5.6,6.5,6.8,5.0,6.0,5.0,6.5,6.0,7.5,7.4,6.0
356,7.2,9.5,8.4,9.4,10.0,9.1,9.0,7.0,9.4,8.9,9.2,9.0,8.2,9.0,8.4,9.5,8.0,9.5,9.7,9.8,9.0,8.0,7.6,7.3,7.2,8.0
360,,8.2,6.4,8.0,7.5,9.0,6.5,7.2,9.0,5.5,9.0,7.4,7.0,9.0,6.2,6.2,5.2,9.0,7.5,6.5,8.8,7.5,7.0,8.0,5.3,5.0
362,6.9,6.5,6.1,7.7,7.0,6.5,5.0,5.3,5.1,6.2,6.0,9.0,7.6,6.7,7.5,8.0,5.5,7.5,7.0,5.3,9.3,7.0,6.5,7.0,5.8,7.0
367,,,,3.0,,,,,0.0,2.8,,,,,,,,,,,,,,,,
372,7.0,5.0,5.9,6.0,7.0,6.3,6.5,7.7,3.0,8.3,4.0,7.3,6.3,7.5,7.5,6.6,2.5,5.5,9.7,7.5,7.3,7.0,9.2,6.1,7.8,5.5
375,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
377,6.8,6.0,5.1,5.3,7.0,5.3,7.0,7.5,7.2,6.2,7.2,9.4,8.0,9.0,7.5,8.0,6.0,7.8,6.0,7.0,6.0,6.7,7.4,9.0,9.0,6.0
389,8.4,,4.0,,,,,,,,,,,,,,,,,,,,,,,
390,5.0,7.5,5.0,5.5,7.0,7.0,6.6,7.0,6.0,6.0,5.5,9.0,5.9,6.2,7.1,5.0,6.7,6.0,5.0,9.0,8.0,3.5,7.0,9.0,6.8,5.8
392,,3.0,4.0,4.6,5.5,5.0,,2.7,,0.0,3.0,,,,,,,,,,,,,,,
394,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,
395,,,2.7,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
400,8.3,6.0,6.0,6.5,3.0,5.0,6.5,5.5,1.0,4.1,5.5,,5.5,8.5,7.0,5.2,7.0,5.5,5.0,5.0,7.0,1.2,4.0,,6.0,6.3
401,6.2,6.3,8.5,9.0,7.5,4.0,8.0,7.4,8.0,6.5,6.0,5.7,6.3,6.8,6.5,8.1,5.0,6.0,6.0,7.0,6.3,6.4,5.3,5.0,5.5,7.4
403,5.6,6.6,9.0,5.4,6.0,3.5,7.0,5.8,7.0,7.2,8.0,8.0,4.9,7.0,5.0,8.0,5.5,8.0,9.7,9.7,8.5,8.0,6.0,5.0,8.5,7.5
407,8.0,8.0,7.4,5.0,6.8,6.0,6.2,7.3,8.6,7.8,0.0,5.3,5.5,6.0,8.0,6.0,7.6,6.4,3.7,6.0,6.0,7.0,7.0,6.5,5.0,7.1
408,7.9,7.0,7.2,6.5,7.5,5.4,,10.0,,7.0,8.0,5.3,6.0,7.5,6.4,6.6,5.5,6.0,6.6,6.7,0.0,8.0,8.4,4.0,1.7,6.1
424,8.3,8.2,8.0,5.0,8.0,5.5,7.0,6.0,5.0,5.4,6.0,5.0,4.0,8.2,5.0,2.9,5.0,5.9,3.0,2.6,8.0,5.0,6.0,6.0,5.5,6.0
427,5.2,5.5,5.2,2.0,3.0,5.0,,,,0.0,3.5,,,,,,,,,,,,,,,
430,8.1,,,,,6.0,,,,,,,,,,,,8.0,,7.0,,6.0,,,,
431,7.0,6.0,6.0,6.6,5.4,6.0,5.0,7.1,2.0,4.0,5.8,4.0,6.5,6.0,7.5,5.6,7.0,5.5,5.0,7.4,5.0,6.5,6.5,1.0,6.0,5.0
433,6.5,8.0,5.0,4.0,5.0,6.0,8.0,8.3,7.0,5.0,,6.4,6.5,7.0,8.2,7.7,7.5,9.0,6.0,6.1,6.6,7.0,8.6,7.3,7.0,6.5
436,5.7,7.1,6.7,6.2,2.0,5.0,7.0,3.3,8.4,6.2,6.0,5.7,6.0,7.0,7.0,5.5,5.2,5.1,6.4,5.8,5.3,7.1,7.0,5.0,5.5,5.6
440,6.5,5.7,5.2,6.3,5.0,8.0,,5.0,6.1,0.0,6.0,,5.8,5.0,6.0,7.0,4.0,4.0,2.5,6.0,1.6,5.4,8.0,6.0,7.1,7.0
450,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
452,8.0,7.1,6.0,9.0,6.0,8.0,7.0,7.4,7.0,9.0,9.0,8.4,4.2,7.0,8.0,7.0,8.2,7.0,8.0,7.7,8.0,6.0,8.0,7.0,6.5,7.8
460,5.6,5.0,3.1,0.0,4.5,5.2,5.0,3.6,2.5,2.7,5.0,1.0,3.2,5.0,5.5,5.0,5.0,5.0,0.0,5.0,5.0,6.5,2.0,5.5,2.5,5.0
463,6.0,5.0,7.5,6.1,5.0,6.0,6.5,5.7,6.0,7.7,5.0,8.0,5.4,6.2,9.0,6.0,4.5,8.0,5.2,7.3,4.0,5.3,7.0,4.0,5.0,5.3
467,5.0,2.4,4.0,,,,,,,,,,,,,,,,,,,,,,,
468,6.3,9.3,5.0,7.0,5.0,7.4,8.3,8.8,7.0,6.1,7.7,7.2,7.0,7.5,,9.0,,9.0,6.0,7.4,6.0,6.2,7.1,7.0,6.0,5.5
469,6.4,7.0,9.0,6.4,5.0,5.4,9.0,6.4,7.5,5.7,5.5,6.1,5.0,7.5,7.7,,6.7,7.0,0.0,7.1,7.2,9.0,6.6,5.0,7.0,9.5
476,6.3,7.5,9.0,5.7,6.0,5.0,8.0,6.0,5.0,7.0,9.2,6.0,9.0,6.5,3.5,5.0,,9.0,9.0,6.7,4.2,8.5,6.5,7.5,9.0,8.0
479,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
483,7.0,6.3,6.3,7.5,6.0,,8.0,9.0,7.0,5.0,5.0,5.0,6.3,5.7,7.0,3.5,7.5,9.0,8.0,6.4,6.0,7.1,7.8,6.0,6.3,6.6
488,10.0,9.2,5.0,0.5,7.5,7.0,,,9.3,6.0,,,,9.0,,,,,,,,,,,,
490,6.8,6.8,6.8,6.8,6.0,6.8,5.5,5.8,6.8,7.3,8.0,8.6,6.4,7.6,6.8,7.0,8.5,5.6,6.5,6.1,8.0,5.3,7.7,7.0,6.2,8.2
492,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
494,6.1,5.0,6.0,4.2,6.0,7.0,8.0,5.5,3.5,5.0,5.9,5.5,1.7,8.0,6.7,5.6,5.4,5.6,0.0,6.7,3.3,5.0,5.0,4.0,3.0,5.9
496,7.3,7.5,3.7,5.0,5.6,5.1,,,,0.0,3.0,,,,,,,,,,,,,,,
500,6.9,6.8,6.0,5.4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.9,5.5,6.3,,5.2,6.5,2.0,1.3,5.0,5.1,3.0,6.0,,2.0
504,,7.0,6.0,5.4,8.0,8.0,8.0,5.5,5.2,6.6,6.9,6.0,4.2,6.5,6.5,6.0,5.3,6.9,5.0,6.0,5.2,5.0,3.3,5.5,5.0,5.0
513,,6.0,,0.8,3.0,7.0,,,,,0.6,,,,,,,,,,,,,,,
515,7.8,9.0,6.0,5.7,7.0,6.2,7.5,6.0,7.0,2.2,7.0,7.5,7.0,7.5,5.0,7.8,7.0,6.2,5.0,4.7,7.2,8.5,7.0,6.4,5.0,6.2
517,5.3,5.0,2.0,9.0,3.0,7.0,5.0,5.6,3.5,5.0,0.0,5.0,,6.5,,5.3,4.2,5.0,7.0,6.1,,,,,,
519,7.0,5.7,8.0,3.0,6.0,5.0,6.0,6.8,7.0,3.8,5.1,3.8,2.4,5.0,3.7,5.7,0.5,7.5,6.0,6.5,6.5,6.3,8.0,2.0,5.0,7.0
523,5.0,4.0,6.2,6.0,5.0,7.0,5.0,5.5,0.0,0.0,0.1,8.0,3.0,3.0,3.2,5.7,2.7,3.0,1.1,3.5,5.5,2.2,5.5,2.3,7.0,3.0
525,4.3,4.0,5.0,,5.0,3.0,5.0,5.0,3.0,,5.0,6.1,2.1,5.0,3.0,1.5,0.7,5.0,3.0,5.0,6.0,6.2,7.8,5.0,5.6,5.0
526,6.9,5.5,5.0,5.7,4.0,6.3,5.0,3.1,5.0,6.3,5.6,5.0,5.4,7.0,4.5,8.0,2.0,3.8,3.1,5.0,5.0,5.1,2.6,5.0,7.0,7.6
527,7.4,7.0,7.0,9.0,6.7,9.0,5.3,9.0,6.5,7.5,5.5,9.0,5.0,,7.7,5.0,7.1,6.7,7.0,7.4,6.2,6.7,7.5,9.5,6.6,7.9
532,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
533,8.0,6.0,6.0,6.0,6.0,6.0,,8.3,2.0,8.0,5.0,,2.7,5.5,7.5,5.0,4.0,6.1,5.0,8.1,4.2,6.8,5.0,3.0,5.0,2.0
534,6.5,6.6,5.3,5.3,6.5,6.4,5.0,6.4,5.0,6.0,5.5,5.0,2.0,6.4,6.0,6.4,9.0,4.5,4.5,5.0,7.0,6.0,5.5,8.0,6.0,5.4
541,7.0,5.5,5.0,,5.6,6.0,5.0,5.0,,1.0,6.3,4.0,3.0,,7.3,6.3,5.5,,,7.3,5.5,,7.0,,,7.4
542,7.0,8.0,8.5,8.6,9.1,8.0,7.0,9.3,7.0,5.5,9.0,6.1,8.1,7.4,9.0,9.0,7.0,7.5,8.5,9.0,8.8,9.0,7.5,5.0,6.5,6.0
547,7.1,7.1,7.0,6.5,7.1,7.1,6.1,7.1,7.1,6.1,6.0,5.0,6.7,7.0,5.5,7.5,8.5,8.5,,5.0,5.0,6.1,,7.5,8.7,6.1
550,9.0,7.0,5.7,7.5,7.0,8.0,7.0,7.2,9.0,9.0,6.0,9.0,7.2,9.5,9.0,7.0,7.0,8.0,7.8,9.0,7.5,5.5,3.6,5.0,5.0,6.0
559,7.0,5.0,6.5,0.0,5.0,5.2,4.0,2.0,5.4,1.7,1.0,,1.8,0.0,,2.0,,6.0,,,,,,,,
561,4.3,4.0,3.3,1.0,,5.0,,,1.0,3.9,,,,,,,,,,,,,,,,
562,7.0,,7.4,9.0,9.0,7.0,7.6,9.0,5.0,7.1,3.7,9.0,,,6.0,,,,,6.0,,,,,6.0,
568,7.2,8.3,7.7,8.0,8.0,7.0,,8.0,6.0,8.3,,5.0,7.5,6.5,7.9,7.8,5.0,6.5,6.2,9.5,6.2,2.0,5.0,5.5,8.0,5.0
571,6.7,7.3,9.0,5.0,5.0,8.0,9.0,5.8,7.0,5.1,7.0,7.1,5.0,7.0,5.0,8.5,5.0,5.7,6.1,7.0,6.0,5.0,5.0,5.0,6.5,7.5
575,5.0,6.5,5.0,4.0,4.0,3.2,5.0,5.4,5.0,5.0,3.0,8.0,5.0,6.7,6.0,5.0,6.4,5.0,6.0,6.5,7.0,9.0,4.1,6.5,6.5,5.0
577,7.8,7.8,,6.0,7.8,7.8,9.0,7.8,7.8,6.0,7.5,7.9,5.9,7.8,,,7.0,7.9,,,,,,8.1,,
580,7.0,6.1,7.0,6.0,6.6,7.0,5.0,9.0,8.0,4.0,2.4,2.8,3.3,6.5,5.5,6.7,6.0,2.6,2.0,7.0,7.5,5.0,5.7,5.0,5.3,5.0
581,5.2,7.0,5.0,3.8,0.0,3.9,6.0,,,5.1,3.2,2.0,1.8,6.5,7.0,2.4,6.5,5.0,5.0,7.0,6.2,6.0,3.9,7.0,3.3,5.9
583,8.0,9.0,5.6,7.0,6.5,5.0,8.0,6.8,5.5,5.0,7.5,6.8,7.1,8.7,6.2,3.0,8.2,9.0,6.0,5.1,8.9,8.0,7.0,7.8,9.5,8.0
586,6.9,4.0,5.0,6.5,4.0,5.5,6.0,6.5,3.0,5.0,8.0,6.1,6.7,5.0,6.5,4.0,5.0,7.0,6.8,6.0,7.4,7.0,4.0,5.0,7.5,5.0
588,2.0,,4.1,,0.0,,,,,,,,,,,,,,,,,,,,,
